root_a,english_a,root_b,english_b,distance,placed
yalt,relevant,yarp,adjust,2,neither hand placed
yalt,relevant,yold,clumsy,2,neither hand placed
yalt,relevant,yolp,sponsor,2,neither hand placed
yalc,relieve,yarf,evacuate,2,neither hand placed
yalc,relieve,yolf,helm,2,neither hand placed
sump,religion,sunt,flow,2,neither hand placed
sump,religion,zomp,propose,2,neither hand placed
blad,reluctant,brat,big,2,one hand placed
blad,reluctant,drad,put,2,one hand placed
blad,reluctant,plab,tang,2,neither hand placed
blad,reluctant,prad,whim,2,neither hand placed
blad,reluctant,blet,bait,2,one hand placed
blad,reluctant,bred,braid,2,one hand placed
blad,reluctant,bleb,mourn,2,neither hand placed
blad,reluctant,pled,reflex,2,neither hand placed
blad,reluctant,brod,bone,2,one hand placed
blad,reluctant,blot,defect,2,neither hand placed
blad,reluctant,blob,external,2,neither hand placed
Cibz,rely,zidz,adventure,2,neither hand placed
Cibz,rely,vidz,empire,2,neither hand placed
Cibz,rely,cidz,gasoline,2,neither hand placed
Cibz,rely,Cips,reserve,2,neither hand placed
Cibz,rely,jidz,tuck,2,neither hand placed
Cibz,rely,vebz,academy,2,neither hand placed
Cibz,rely,jebz,gossip,2,neither hand placed
Cibz,rely,zebz,palm,2,neither hand placed
Cibz,rely,cebz,persuade,2,neither hand placed
gugz,remain,kogz,gentle,2,neither hand placed
smap,remainder,snab,archive,2,neither hand placed
smap,remainder,snat,bran,2,neither hand placed
smap,remainder,snep,clash,2,neither hand placed
smap,remainder,smeb,cylinder,2,neither hand placed
smap,remainder,smet,reproduce,2,neither hand placed
smap,remainder,snop,germ,2,neither hand placed
smap,remainder,smot,linger,2,neither hand placed
smap,remainder,smob,rite,2,neither hand placed
prod,remedy,trot,amp,2,neither hand placed
prod,remedy,trud,uterus,2,neither hand placed
nat,remember,nep,nature,2,one hand placed
nat,remember,nop,no,2,one hand placed
djum,remorse,txum,tissue,2,one hand placed
pebz,remove,peps,authority,2,neither hand placed
pebz,remove,tedz,mouse,2,neither hand placed
pebz,remove,tibz,detail,2,neither hand placed
pebz,remove,pidz,fox,2,neither hand placed
pebz,remove,tabz,virgin,2,neither hand placed
txon,render,txuq,marvel,2,neither hand placed
txon,render,txum,tissue,2,one hand placed
klez,renounce,kriz,keyboard,2,neither hand placed
klez,renounce,klis,nucleus,2,one hand placed
klez,renounce,kraz,calcium,2,neither hand placed
gorb,rent,kolb,fantasy,2,neither hand placed
gorb,rent,karb,crush,2,neither hand placed
vav,repeat,vef,trust,2,one hand placed
vav,repeat,vof,glad,2,one hand placed
frid,repel,vrib,diligent,2,neither hand placed
frid,repel,vrit,mimic,2,neither hand placed
frid,repel,vred,diverse,2,neither hand placed
blux,repent,drux,convey,2,neither hand placed
blux,repent,brox,domain,2,neither hand placed
blux,repent,plox,snob,2,neither hand placed
zend,replace,zint,moral,2,neither hand placed
flop,replenish,frob,inertia,2,neither hand placed
flop,replenish,frot,irrigate,2,neither hand placed
flop,replenish,vrop,trinket,2,neither hand placed
flop,replenish,flub,flax,2,neither hand placed
flop,replenish,flut,prohibit,2,neither hand placed
lift,reply,reft,fragile,2,neither hand placed
yak,report,yeg,mad,2,neither hand placed
smet,reproduce,snep,clash,2,neither hand placed
smet,reproduce,sned,stair,2,neither hand placed
smet,reproduce,smid,coil,2,neither hand placed
smet,reproduce,snit,drought,2,neither hand placed
smet,reproduce,smip,holder,2,neither hand placed
smet,reproduce,snat,bran,2,neither hand placed
tent,reputation,tind,passion,2,neither hand placed
piq,request,tin,between,2,both hand placed
piq,request,tim,team,2,both hand placed
fist,require,visp,typical,2,neither hand placed
fist,require,vest,phase,2,neither hand placed
betx,rescue,ditx,staff,2,neither hand placed
betx,rescue,datx,grade,2,neither hand placed
betx,rescue,patx,patch,2,one hand placed
kleq,resemble,kren,disperse,2,neither hand placed
kleq,resemble,kriq,care,2,one hand placed
kleq,resemble,klin,clean,2,one hand placed
kleq,resemble,klim,icon,2,neither hand placed
yesp,resent,yist,glue,2,neither hand placed
Cips,reserve,vits,twist,2,neither hand placed
Cips,reserve,veps,battery,2,neither hand placed
Cips,reserve,zeps,motive,2,neither hand placed
Cips,reserve,ceps,purchase,2,neither hand placed
Cips,reserve,jeps,vital,2,neither hand placed
drod,residue,trot,amp,2,neither hand placed
drod,residue,drub,grin,2,neither hand placed
drod,residue,trud,uterus,2,neither hand placed
raz,resonate,res,honor,2,one hand placed
raz,resonate,reC,progress,2,both hand placed
raz,resonate,ros,force,2,both hand placed
klud,resource,krod,whirl,2,neither hand placed
spek,respect,steg,compel,2,one hand placed
spek,respect,spig,decrease,2,one hand placed
spek,respect,stak,confine,2,one hand placed
sedz,respond,zebz,palm,2,neither hand placed
sedz,respond,zidz,adventure,2,neither hand placed
sedz,respond,sibz,debt,2,neither hand placed
paq,response,tam,meditate,2,both hand placed
paq,response,tan,morning,2,one hand placed
paq,response,pen,very,2,one hand placed
paq,response,pon,still,2,one hand placed
narg,restaurant,nork,nor,2,one hand placed
bliq,restraint,plin,discipline,2,one hand placed
bliq,restraint,brim,hydrogen,2,neither hand placed
bliq,restraint,plim,kangaroo,2,neither hand placed
bliq,restraint,brin,scorpion,2,neither hand placed
bliq,restraint,driq,sled,2,neither hand placed
bliq,restraint,priq,violate,2,neither hand placed
bliq,restraint,breq,jug,2,neither hand placed
bliq,restraint,pleq,paramount,2,neither hand placed
fleb,restrict,vreb,graze,2,neither hand placed
fleb,restrict,frep,inflammation,2,neither hand placed
fleb,restrict,flip,flip,2,one hand placed
fleb,restrict,frab,sizzle,2,neither hand placed
xen,result,xiq,will,2,both hand placed
yadj,resume,yatx,cozy,2,neither hand placed
pren,retain,treq,deceit,2,neither hand placed
pren,retain,trem,fuzz,2,neither hand placed
pren,retain,priq,violate,2,neither hand placed
pren,retain,tran,strand,2,neither hand placed
forv,retire,vorf,absolute,2,neither hand placed
forv,retire,volv,creep,2,neither hand placed
forv,retire,varv,tattoo,2,neither hand placed
vex,reveal,vic,bit,2,both hand placed
spag,revere,stak,confine,2,neither hand placed
spag,revere,steg,compel,2,neither hand placed
spag,revere,spek,respect,2,one hand placed
spag,revere,stog,pant,2,neither hand placed
skab,revise,sked,sprout,2,neither hand placed
skab,revise,skod,snout,2,neither hand placed
vroq,revoke,vrum,mesh,2,neither hand placed
vroq,revoke,vrun,ocean,2,one hand placed
raC,rhythm,rev,plane,2,one hand placed
raC,rhythm,rez,smart,2,one hand placed
raC,rhythm,rov,copper,2,both hand placed
raC,rhythm,roz,rose,2,both hand placed
harv,rice,holv,elbow,2,one hand placed
harv,rice,horf,skull,2,neither hand placed
momp,rid,mont,mention,2,neither hand placed
momp,rid,namp,magnet,2,one hand placed
momp,rid,nump,beyond,2,neither hand placed
lugz,riddle,rogz,diplomatic,2,neither hand placed
rab,ride,rep,relax,2,one hand placed
rab,ride,rod,bag,2,one hand placed
rab,ride,rop,ring,2,one hand placed
Cedz,ridge,vebz,academy,2,neither hand placed
Cedz,ridge,jebz,gossip,2,neither hand placed
Cedz,ridge,zebz,palm,2,neither hand placed
Cedz,ridge,cebz,persuade,2,neither hand placed
Cedz,ridge,zidz,adventure,2,neither hand placed
Cedz,ridge,vidz,empire,2,neither hand placed
Cedz,ridge,cidz,gasoline,2,neither hand placed
Cedz,ridge,Cibz,rely,2,neither hand placed
Cedz,ridge,jidz,tuck,2,neither hand placed
Cedz,ridge,vadz,signature,2,neither hand placed
txoc,ridicule,txuC,bulk,2,neither hand placed
txoc,ridicule,txuf,descend,2,neither hand placed
txoc,ridicule,txux,navigate,2,neither hand placed
hudz,rifle,huts,port,2,neither hand placed
spox,rift,stoj,storage,2,one hand placed
spox,rift,stax,facilitate,2,neither hand placed
spox,rift,stux,vary,2,neither hand placed
xalt,rig,xard,pepper,2,neither hand placed
xalt,rig,xold,bare,2,neither hand placed
xalt,rig,xolp,formal,2,neither hand placed
xalt,rig,xort,sure,2,one hand placed
pob,right,tod,term,2,both hand placed
pob,right,tab,stable,2,both hand placed
pob,right,pud,girl,2,one hand placed
pob,right,pup,through,2,one hand placed
pob,right,tub,tube,2,both hand placed
tram,rigid,treq,deceit,2,neither hand placed
tram,rigid,tren,speck,2,neither hand placed
tram,rigid,tron,slab,2,neither hand placed
tram,rigid,troq,surge,2,neither hand placed
bloc,rim,brof,crater,2,neither hand placed
bloc,rim,brox,domain,2,neither hand placed
bloc,rim,plof,smear,2,neither hand placed
bloc,rim,plox,snob,2,neither hand placed
bloc,rim,bluf,manufacture,2,neither hand placed
bloc,rim,blux,repent,2,neither hand placed
rop,ring,rut,tough,2,neither hand placed
pred,rinse,tret,trait,2,one hand placed
ciks,riot,seks,recommend,2,neither hand placed
ciks,riot,feks,rug,2,neither hand placed
ciks,riot,xeks,ultimate,2,neither hand placed
pump,rip,punt,print,2,neither hand placed
pump,rip,tomp,arrive,2,neither hand placed
smat,ripple,snap,snap,2,one hand placed
smat,ripple,snad,twirl,2,neither hand placed
smat,ripple,snet,anesthetic,2,neither hand placed
smat,ripple,smed,compose,2,neither hand placed
smat,ripple,smep,fossil,2,neither hand placed
smat,ripple,smod,construct,2,neither hand placed
smat,ripple,snot,exceed,2,neither hand placed
smat,ripple,smop,gloss,2,neither hand placed
smob,rite,snop,germ,2,neither hand placed
smob,rite,snod,paradox,2,neither hand placed
smob,rite,snab,archive,2,neither hand placed
smob,rite,snub,infect,2,neither hand placed
smob,rite,smud,tract,2,neither hand placed
smob,rite,smup,wasp,2,neither hand placed
xadj,ritual,xatx,oven,2,neither hand placed
grag,rival,krak,crack,2,one hand placed
grag,rival,klag,lash,2,neither hand placed
narv,river,nolv,deserve,2,one hand placed
narv,river,norf,suspect,2,one hand placed
glox,roam,grax,non,2,neither hand placed
glox,roam,klax,voltage,2,neither hand placed
glox,roam,grux,comparison,2,neither hand placed
glox,roam,klux,redeem,2,neither hand placed
wudz,roar,wuts,bladder,2,neither hand placed
forb,roast,vord,avoid,2,one hand placed
forb,roast,vorp,elephant,2,neither hand placed
forb,roast,volb,serial,2,neither hand placed
forb,roast,varb,tale,2,neither hand placed
borg,rob,pork,per,2,one hand placed
borg,rob,parg,century,2,neither hand placed
borg,rob,darg,meal,2,neither hand placed
vats,robot,veps,battery,2,neither hand placed
vats,robot,vops,lazy,2,neither hand placed
vrov,robust,vruf,mope,2,neither hand placed
rak,rock,reg,edit,2,both hand placed
rak,rock,rog,east,2,both hand placed
valp,rocket,vart,clay,2,neither hand placed
valp,rocket,varb,tale,2,neither hand placed
valp,rocket,vorp,elephant,2,neither hand placed
valp,rocket,volb,serial,2,neither hand placed
valp,rocket,volt,volt,2,one hand placed
fits,rod,vips,inform,2,neither hand placed
fits,rod,vets,toss,2,neither hand placed
kigz,role,kiks,sacrifice,2,neither hand placed
mald,roll,marb,arm,2,neither hand placed
mald,roll,nalb,bridge,2,neither hand placed
mald,roll,mart,pardon,2,neither hand placed
mald,roll,nard,shirt,2,neither hand placed
mald,roll,nold,file,2,neither hand placed
mald,roll,molb,ow,2,neither hand placed
hemp,romance,hent,arrange,2,neither hand placed
skag,roost,skek,humid,2,neither hand placed
febz,root,vedz,covering,2,neither hand placed
febz,root,feps,twin,2,neither hand placed
febz,root,fidz,grief,2,neither hand placed
febz,root,vibz,pump,2,neither hand placed
febz,root,vabz,hollow,2,neither hand placed
bolk,rope,pork,per,2,one hand placed
bolk,rope,borg,rob,2,neither hand placed
roz,rose,rus,quit,2,one hand placed
jamp,rot,jant,instinct,2,neither hand placed
jamp,rot,xemp,ladder,2,neither hand placed
jamp,rot,xomp,raid,2,neither hand placed
gabz,rough,gaps,project,2,neither hand placed
gabz,rough,kebz,alien,2,neither hand placed
gabz,rough,gedz,merry,2,neither hand placed
gabz,rough,godz,purpose,2,neither hand placed
maps,round,neps,cream,2,neither hand placed
maps,round,mets,jump,2,neither hand placed
peqk,route,tiqk,script,2,neither hand placed
peqk,route,taqk,toy,2,one hand placed
grum,row,klum,cue,2,both hand placed
bord,royal,dold,bust,2,neither hand placed
bord,royal,dort,dirt,2,one hand placed
bord,royal,dorb,dollar,2,neither hand placed
bord,royal,porb,exchange,2,neither hand placed
bord,royal,pard,pod,2,one hand placed
bord,royal,dard,shock,2,neither hand placed
gruv,rub,kluv,accord,2,one hand placed
gruv,rub,krov,leech,2,one hand placed
feks,rug,viks,pole,2,neither hand placed
feks,rug,vaks,permit,2,neither hand placed
darv,ruin,talv,convince,2,neither hand placed
darv,ruin,tarf,plastic,2,neither hand placed
darv,ruin,dolv,deliver,2,one hand placed
darv,ruin,dorf,plant,2,neither hand placed
darv,ruin,torv,vice,2,neither hand placed
drun,rumble,truq,pulp,2,neither hand placed
drun,rumble,tron,slab,2,neither hand placed
fetx,rumor,vitx,beard,2,neither hand placed
fetx,rumor,vatx,accent,2,neither hand placed
snaj,rupture,snex,dialect,2,neither hand placed
snaj,rupture,sneC,swarm,2,neither hand placed
snaj,rupture,snoC,anomaly,2,neither hand placed
snaj,rupture,snox,iodine,2,neither hand placed
dift,rush,teft,revenge,2,neither hand placed
blom,rust,prom,decorate,2,neither hand placed
blom,rust,ploq,fungus,2,neither hand placed
blom,rust,bron,gram,2,neither hand placed
blom,rust,broq,membrane,2,one hand placed
blom,rust,drom,suspend,2,neither hand placed
blom,rust,plam,cod,2,neither hand placed
blom,rust,bram,equivalent,2,neither hand placed
blom,rust,blun,masculine,2,neither hand placed
blom,rust,plum,melancholy,2,neither hand placed
blom,rust,brum,obscure,2,neither hand placed
blom,rust,bluq,steep,2,neither hand placed
snaz,sac,sneC,swarm,2,neither hand placed
snaz,sac,snoC,anomaly,2,neither hand placed
sebz,sacred,seps,dessert,2,neither hand placed
sebz,sacred,zedz,session,2,neither hand placed
sebz,sacred,sidz,adult,2,neither hand placed
sebz,sacred,zibz,gum,2,neither hand placed
sebz,sacred,zabz,whip,2,neither hand placed
jend,saddle,xent,ash,2,neither hand placed
jend,saddle,xind,chart,2,neither hand placed
jend,saddle,jint,tuna,2,neither hand placed
jend,saddle,xand,obey,2,neither hand placed
stef,safe,stiv,mania,2,one hand placed
fras,sail,vrac,cartilage,2,one hand placed
fras,sail,vraz,shard,2,one hand placed
fras,sail,froz,murky,2,one hand placed
kadj,salad,katx,council,2,neither hand placed
brix,saliva,drij,cactus,2,neither hand placed
brix,saliva,dric,isolate,2,neither hand placed
brix,saliva,plix,meadow,2,neither hand placed
brix,saliva,prex,precious,2,one hand placed
wegz,sanctuary,weks,blend,2,neither hand placed
sand,sand,zend,replace,2,one hand placed
sand,sand,zond,superior,2,one hand placed
buft,sandwich,doft,pride,2,neither hand placed
skat,sanitary,sked,sprout,2,neither hand placed
skat,sanitary,skod,snout,2,neither hand placed
glom,sap,klon,buffer,2,neither hand placed
glom,sap,gron,insensitive,2,neither hand placed
glom,sap,groq,lion,2,one hand placed
glom,sap,kloq,texture,2,neither hand placed
glom,sap,klam,tempo,2,neither hand placed
glom,sap,klum,cue,2,one hand placed
glom,sap,gluq,employ,2,neither hand placed
glom,sap,glun,rattle,2,neither hand placed
glom,sap,grum,row,2,one hand placed
drep,sarcasm,tret,trait,2,one hand placed
drep,sarcasm,drit,catalog,2,neither hand placed
drep,sarcasm,trap,trap,2,one hand placed
braf,sarcastic,plaf,oblige,2,neither hand placed
braf,sarcastic,drac,vertical,2,neither hand placed
braf,sarcastic,prav,wedge,2,neither hand placed
braf,sarcastic,brev,brave,2,one hand placed
braf,sarcastic,dref,definite,2,one hand placed
braf,sarcastic,pref,epic,2,neither hand placed
braf,sarcastic,brov,obstacle,2,neither hand placed
braf,sarcastic,drof,proportion,2,neither hand placed
freq,satire,vren,embryo,2,neither hand placed
freq,satire,vrem,rein,2,neither hand placed
freq,satire,frim,lore,2,neither hand placed
freq,satire,vriq,prism,2,neither hand placed
freq,satire,vraq,chlorine,2,neither hand placed
Catx,satisfaction,cetx,hay,2,neither hand placed
Catx,satisfaction,jetx,institution,2,neither hand placed
Catx,satisfaction,vetx,tire,2,neither hand placed
Catx,satisfaction,votx,eagle,2,neither hand placed
Catx,satisfaction,cotx,essay,2,neither hand placed
Catx,satisfaction,jotx,mobile,2,neither hand placed
txor,saturate,txul,actual,2,both hand placed
jedj,sausage,jetx,institution,2,neither hand placed
jedj,sausage,xidj,impact,2,neither hand placed
jedj,sausage,xadj,ritual,2,neither hand placed
sev,save,zef,couple,2,one hand placed
sev,save,sif,purple,2,both hand placed
sev,save,zav,lie,2,both hand placed
skal,scale,skor,score,2,both hand placed
xibz,scan,xips,severe,2,neither hand placed
xugz,scandal,xuks,worship,2,neither hand placed
kleg,scarce,krek,cake,2,one hand placed
kleg,scarce,klik,omen,2,neither hand placed
kleg,scarce,krag,node,2,one hand placed
larb,scarf,ralb,vagina,2,neither hand placed
larb,scarf,lolb,cement,2,neither hand placed
larb,scarf,rorb,herb,2,neither hand placed
latx,scarf,rotx,flavor,2,neither hand placed
blup,scatter,plub,cuddle,2,neither hand placed
