english,english_parts,tune,tune_parts,joiner,parts,whole,where,kind
painter,"paint + one",pentaizan,"pent + zan",ai,2,yes,judged,verdict
palace,"king + house",fubaipuz,"fub + puz",ai,2,yes,sense,verdict
palatine,"palate + of",stacaiyov,"stac + yov",ai,2,yes,judged,verdict
palp,"feel + appendage",nagaidedj,"nag + dedj",ai,2,yes,sense,verdict
pancreas,"gut + gland",gutaismaq,"gut + smaq",ai,2,yes,sense,verdict
pancreatic,"pancreas + of",,"? + yov",ai,2,no,judged,verdict
panic,"sudden + fear",golzaifroC,"golz + froC",ai,2,yes,sense,verdict
panther,"dark + wild + cat",ramaiwaldaiklat,"ram + wald + klat",ai,3,yes,sense,verdict
papaya,"tree + melon",dipaiweft,"dip + weft",ai,2,yes,sense,verdict
papillary,"papilla + of",,"? + yov",ai,2,no,judged,verdict
paradise,"parade + make",zumpaumek,"zump + mek",au,2,yes,affix,verdict
paragraph,"text + part",toxaipart,"tox + part",ai,2,yes,sense,verdict
paranoid,"suspicion + extreme",juftaivuft,"juft + vuft",ai,2,yes,sense,verdict
paraphrase,"again + say",palainib,"pal + nib",ai,2,yes,sense,verdict
parasitism,"one + benefit + one + harm + relation",zanaisintaizanaidrakaiwort,"zan + sint + zan + drak + wort",ai,5,yes,sense,verdict
parietal,"wall + of",medzaiyov,"medz + yov",ai,2,yes,judged,verdict
parity,"par + ness",,"rump + ?",ai,2,no,judged,verdict
parody,"imitate + mock",trutaidov,"trut + dov",ai,2,yes,sense,verdict
parrot,"talk + bird",takaibax,"tak + bax",ai,2,yes,sense,verdict
participation,"participate + act",wiskaiyez,"wisk + yez",ai,2,yes,judged,verdict
partition,"part + act",partauyez,"part + yez",au,2,yes,affix,verdict
partly,"part + manner",partaukuq,"part + kuq",au,2,yes,affix,verdict
partnership,"partner + ness",,"mind + ?",ai,2,no,judged,verdict
passion,"paste + act",pestauyez,"pest + yez",au,2,yes,affix,verdict
passionate,"passion + like",tindailak,"tind + lak",ai,2,yes,judged,verdict
passive,"pass + like",yefaulak,"yef + lak",au,2,yes,affix,verdict
patent,"pace + agent",futsauyug,"futs + yug",au,2,yes,affix,verdict
path dependence,"history + depend",lopaifont,"lop + font",ai,2,yes,sense,verdict
pathogen,"disease + cause",bidjaikaz,"bidj + kaz",ai,2,yes,sense,verdict
pathological,"pathology + of",,"? + yov",ai,2,no,judged,verdict
pathology,"disease + study",bidjainedz,"bidj + nedz",ai,2,yes,judged,verdict
patience,"patient + ness",,"marv + ?",ai,2,no,judged,verdict
payment,"pay + act",peqauyez,"peq + yez",au,2,yes,affix,verdict
peaceful,"peace + full",sizauvup,"siz + vup",au,2,yes,affix,verdict
peacock,"fan + tail + bird",gogzaitadaibax,"gogz + tad + bax",ai,3,yes,sense,verdict
peanut,"ground + nut",mitsaihiks,"mits + hiks",ai,2,yes,sense,verdict
pearl,"shell + gem",txalaiblod,"txal + blod",ai,2,yes,sense,verdict
pebble,"small + rock + piece",smalairakaifuf,"smal + rak + fuf",ai,3,yes,sense,verdict
pectoral,"chest + of",gitxaiyov,"gitx + yov",ai,2,yes,judged,verdict
peel,"fruit + covering",magaivedz,"mag + vedz",ai,2,yes,sense,verdict
pelican,"bag + throat + bird",rodaigalkaibax,"rod + galk + bax",ai,3,yes,sense,verdict
pencil,"erase + able + pen",calbaifipaibart,"calb + fip + bart",ai,3,yes,sense,verdict
penetration,"penetrate + act",drebaiyez,"dreb + yez",ai,2,yes,judged,verdict
penguin,"ice + swim + bird",halsaiwumaibax,"hals + wum + bax",ai,3,yes,sense,verdict
pentagon,"five + side + shape",komaisardaideps,"kom + sard + deps",ai,3,yes,sense,verdict
percentage,"percent + amount",beqkaibarg,"beqk + barg",ai,2,yes,sense,verdict
perception,"perceive + act",sivaiyez,"siv + yez",ai,2,yes,sense,verdict
perch,"small + bass",smalaijarf,"smal + jarf",ai,2,yes,sense,verdict
percussion,"strike + act",nalcaiyez,"nalc + yez",ai,2,yes,judged,verdict
perennial,"many + year + live",mavaiyaraikib,"mav + yar + kib",ai,3,yes,sense,verdict
perforation,"perforate + act",,"? + yez",ai,2,no,judged,verdict
performance,"perform + act",kudzauyez,"kudz + yez",au,2,yes,affix,verdict
periodic,"period + like",dotxaulak,"dotx + lak",au,2,yes,affix,verdict
peripheral,"periphery + like",,"? + lak",au,2,no,affix,verdict
perish,"per + like",porkaulak,"pork + lak",au,2,yes,affix,verdict
permeability,"permeate + ability",,"pim + ?",ai,2,no,sense,verdict
permission,"permit + act",vaksaiyez,"vaks + yez",ai,2,yes,sense,verdict
persistent,"persist + agent",spimauyug,"spim + yug",au,2,yes,affix,verdict
personality,"personal + nature",rofaunep,"rof + nep",au,2,yes,affix,verdict
personnel,"person + thing",narainiv,"nar + niv",ai,2,yes,judged,verdict
persuasion,"persuade + act",cebzaiyez,"cebz + yez",ai,2,yes,sense,verdict
petroleum,"rock + oil",rakaigips,"rak + gips",ai,2,yes,sense,verdict
petty,"small + matter + concern + too + much",smalaitufaibitxaigalainen,"smal + tuf + bitx + gal + nen",ai,5,yes,sense,verdict
pharmaceutical,"pharmacy + of",,"? + yov",ai,2,no,judged,verdict
pharmacy,"medicine + shop",gorzaimubz,"gorz + mubz",ai,2,yes,sense,verdict
pharyngeal,"pharynx + of",,"? + yov",ai,2,no,judged,verdict
phenotype,"show + trait",xolaitret,"xol + tret",ai,2,yes,sense,verdict
pheromone,"signal + smell",tetailug,"tet + lug",ai,2,yes,sense,verdict
philosophy,"wisdom + love",jakailav,"jak + lav",ai,2,yes,sense,verdict
phloem,"sugar + tube",gandaitub,"gand + tub",ai,2,yes,sense,verdict
phoenix,"fire + bird",foraibax,"for + bax",ai,2,yes,sense,verdict
phone,"telephone",,"?",ai,1,no,clipping,verdict
phosphate,"phosphorus + salt",friqaitigz,"friq + tigz",ai,2,yes,judged,verdict
phosphoric,"phosphorus + of",friqaiyov,"friq + yov",ai,2,yes,judged,verdict
photo,"photograph",,"?",ai,1,no,clipping,verdict
photograph,"photo + graph",,"? + zip",ai,2,no,compound,verdict
photography,"photograph + like",,"? + lak",au,2,no,affix,verdict
photon,"light + particle",litairav,"lit + rav",ai,2,yes,sense,verdict
phrase,"word + group",dataihip,"dat + hip",ai,2,yes,sense,verdict
physician,"heal + one",vorsaizan,"vors + zan",ai,2,yes,judged,verdict
physics,"matter + study",tufainedz,"tuf + nedz",ai,2,yes,sense,verdict
physiological,"physiology + of",,"? + yov",ai,2,no,judged,verdict
piano,"pianoforte",,"?",ai,1,no,clipping,verdict
picky,"pick + like",prukaulak,"pruk + lak",au,2,yes,affix,verdict
pigeon,"town + dove",suzaiyalv,"suz + yalv",ai,2,yes,sense,verdict
pigmentation,"pigment + act",,"? + yez",ai,2,no,judged,verdict
pike,"long + tooth + fish",nucaicutxaifrix,"nuc + cutx + frix",ai,3,yes,sense,verdict
pilgrimage,"holy + journey",mestaipugz,"mest + pugz",ai,2,yes,sense,verdict
pincer,"grasp + claw",lolfaiklan,"lolf + klan",ai,2,yes,sense,verdict
pineapple,"cone + fruit",korbaimag,"korb + mag",ai,2,yes,sense,verdict
pipeline,"pipe + line",tidjaizob,"tidj + zob",ai,2,yes,sense,verdict
pistachio,"green + nut",pesaihiks,"pes + hiks",ai,2,yes,sense,verdict
pitcher,"pour + thing",haftainiv,"haft + niv",ai,2,yes,judged,verdict
placement,"place + act",nadaiyez,"nad + yez",ai,2,yes,judged,verdict
placenta,"birth + organ",dolbaiCint,"dolb + Cint",ai,2,yes,sense,verdict
placental,"placenta + of",,"? + yov",ai,2,no,judged,verdict
plane,"airplane",,"?",ai,1,no,clipping,verdict
plantain,"cook + banana",nalfaifitx,"nalf + fitx",ai,2,yes,sense,verdict
plaster,"plastic + agent",tarfauyug,"tarf + yug",au,2,yes,affix,verdict
plastic deformation,"deform + remain",,"? + gugz",ai,2,no,sense,verdict
platypus,"duck + mouth + animal",babzaimucaizul,"babz + muc + zul",ai,3,yes,sense,verdict
play,"plate + like",pletaulak,"plet + lak",au,2,yes,affix,verdict
player,"play + agent",plarauyug,"plar + yug",au,2,yes,affix,verdict
playground,"play + ground",plaraimits,"plar + mits",ai,2,yes,sense,verdict
plaza,"open + square",zarkaiskar,"zark + skar",ai,2,yes,sense,verdict
pleasant,"please + agent",plizauyug,"pliz + yug",au,2,yes,affix,verdict
pleural,"pleura + of",,"? + yov",ai,2,no,judged,verdict
poacher,"illegal + hunt + agent",,"? + hant + yug",ai,3,no,sense,verdict
poem,"art + word + work",meqkaidataiwark,"meqk + dat + wark",ai,3,yes,sense,verdict
poet,"art + word + agent",meqkaidataiyug,"meqk + dat + yug",ai,3,yes,sense,verdict
pointed,"point + done",,"leC + ?",au,2,no,affix,verdict
pointer,"point + thing",leCainiv,"leC + niv",ai,2,yes,judged,verdict
poisonous,"poison + bear",borzainuqk,"borz + nuqk",ai,2,yes,sense,verdict
polar,"pole + like",viksaulak,"viks + lak",au,2,yes,affix,verdict
polarity,"polar + nature",,"? + nep",ai,2,no,sense,verdict
polarize,"polar + make",,"? + mek",au,2,no,affix,verdict
politic,"polite + like",sarvaulak,"sarv + lak",au,2,yes,affix,verdict
political,"politics + of",,"? + yov",ai,2,no,judged,verdict
pollen,"poll + make",blakaumek,"blak + mek",au,2,yes,affix,verdict
pollinate,"pollen + carry",,"? + maft",ai,2,no,sense,verdict
pollock,"north + cod",yinaiplam,"yin + plam",ai,2,yes,sense,verdict
pollution,"pollute + act",,"? + yez",au,2,no,affix,verdict
polyhedron,"many + face + solid",mavaifesaisold,"mav + fes + sold",ai,3,yes,sense,verdict
polymer,"repeat + unit + chain",vavaigalpailip,"vav + galp + lip",ai,3,yes,sense,verdict
polyp,"stalk + body + animal",klepaivataizul,"klep + vat + zul",ai,3,yes,sense,verdict
pompous,"self + important + show",depaiportaixol,"dep + port + xol",ai,3,yes,sense,verdict
poppy,"sleep + flower",slipaiflor,"slip + flor",ai,2,yes,sense,verdict
population,"populate + act",,"? + yez",ai,2,no,sense,verdict
porcine,"pig + like",pragailak,"prag + lak",ai,2,yes,judged,verdict
porcupine,"big + thorn + rat",bratairargaidimp,"brat + rarg + dimp",ai,3,yes,sense,verdict
pork,"pig + meat",pragaimak,"prag + mak",ai,2,yes,sense,verdict
porous,"pore + like",,"? + lak",au,2,no,affix,verdict
portable,"carry + able",maftaifip,"maft + fip",ai,2,yes,judged,verdict
porter,"port + agent",hupsauyug,"hups + yug",au,2,yes,affix,verdict
portion,"pore + act",,"? + yez",au,2,no,affix,verdict
portray,"depict",flev,"flev",ai,1,yes,sense,verdict
possession,"possess + act",gazauyez,"gaz + yez",au,2,yes,affix,verdict
possibility,"possible + nature",yenainep,"yen + nep",ai,2,yes,sense,verdict
possible,"can + able",kardaifip,"kard + fip",ai,2,yes,sense,verdict
posterior,"after + more",retainis,"ret + nis",ai,2,yes,judged,verdict
postulate,"assume + claim",golfaiklem,"golf + klem",ai,2,yes,sense,verdict
potable,"drink + able",dugaifip,"dug + fip",ai,2,yes,sense,verdict
potter,"pot + make + agent",buntaimekaiyug,"bunt + mek + yug",ai,3,yes,sense,verdict
pottery,"potter + like",,"? + lak",au,2,no,affix,verdict
pouch,"small + bag",smalairod,"smal + rod",ai,2,yes,sense,verdict
poultry,"bird + meat",baxaimak,"bax + mak",ai,2,yes,sense,verdict
poverty,"poor + state",poraidom,"por + dom",ai,2,yes,sense,verdict
powerful,"power + full",fepauvup,"fep + vup",au,2,yes,affix,verdict
pox,"skin + disease",skinaibidj,"skin + bidj",ai,2,yes,sense,verdict
prairie,"grass + plain",grasaipind,"gras + pind",ai,2,yes,sense,verdict
prawn,"big + shrimp",brataixarv,"brat + xarv",ai,2,yes,sense,verdict
prayer,"pray + word",pamaidat,"pam + dat",ai,2,yes,sense,verdict
precipitation,"fall + water",zuraiwaC,"zur + waC",ai,2,yes,sense,verdict
precognition,"before + know",torainum,"tor + num",ai,2,yes,sense,verdict
precursor,"before + run + agent",torairinaiyug,"tor + rin + yug",ai,3,yes,judged,verdict
predecessor,"before + one",toraizan,"tor + zan",ai,2,yes,sense,verdict
predictable,"predict + able",wudjaifip,"wudj + fip",ai,2,yes,compound,verdict
prediction,"predicate + act",,"? + yez",au,2,no,affix,verdict
predisposition,"predispose + act",,"? + yez",ai,2,no,judged,verdict
preference,"prefer + act",gutxaiyez,"gutx + yez",ai,2,yes,judged,verdict
prefix,"before + fix",toraulen,"tor + len",au,2,yes,prefix,verdict
pregnancy,"pregnant + state",nintaidom,"nint + dom",ai,2,yes,sense,verdict
premise,"first + claim",,"? + klem",ai,2,no,sense,verdict
premolar,"small + grind + tooth",smalaigrotaicutx,"smal + grot + cutx",ai,3,yes,sense,verdict
preparation,"prepare + act",golkauyez,"golk + yez",au,2,yes,affix,verdict
preposition,"relation + term",wortaitod,"wort + tod",ai,2,yes,sense,verdict
prerequisite,"before + necessary + condition",torainarfaigeft,"tor + narf + geft",ai,3,yes,sense,verdict
prescribe,"before + scribe",,"tor + ?",au,2,no,prefix,verdict
prescription,"prescribe + act",,"? + yez",ai,2,no,sense,verdict
presentation,"present + act",gogaiyez,"gog + yez",ai,2,yes,judged,verdict
preservation,"preserve + act",vixaiyez,"vix + yez",ai,2,yes,judged,verdict
president,"lead + agent",lidaiyug,"lid + yug",ai,2,yes,sense,verdict
presumptuous,"presume + too + much",xuqkaigalainen,"xuqk + gal + nen",ai,3,yes,sense,verdict
presuppose,"before + suppose",toraufuv,"tor + fuv",au,2,yes,prefix,verdict
pretentious,"claim + self + greater + than + real",,"klem + dep + ? + pos + lam",ai,5,no,sense,verdict
prevention,"prevent + act",dekaiyez,"dek + yez",ai,2,yes,judged,verdict
preventive,"prevent + like",dekaulak,"dek + lak",au,2,yes,affix,verdict
prey,"pre + like",,"? + lak",au,2,no,affix,verdict
priest,"holy + agent",mestaiyug,"mest + yug",ai,2,yes,sense,verdict
primary,"first + like",,"? + lak",ai,2,no,sense,verdict
prince,"king + child",fubaigag,"fub + gag",ai,2,yes,sense,verdict
princess,"king + child + female",fubaigagaifim,"fub + gag + fim",ai,3,yes,sense,verdict
principal,"prince + of",,"? + yov",ai,2,no,judged,verdict
prior,"prize + agent",prazauyug,"praz + yug",au,2,yes,affix,verdict
prioritize,"priority + make",,"? + mek",au,2,no,affix,verdict
priority,"prior + nature",,"? + nep",au,2,no,affix,verdict
prisoner,"prison + agent",maspauyug,"masp + yug",au,2,yes,affix,verdict
privacy,"private + nature",bozaunep,"boz + nep",au,2,yes,affix,verdict
probability,"probable + nature",prabainep,"prab + nep",ai,2,yes,sense,verdict
proboscis,"long + feed + tube",nucainubzaitub,"nuc + nubz + tub",ai,3,yes,sense,verdict
processor,"process + thing",kixainiv,"kix + niv",ai,2,yes,judged,verdict
production,"produce + act",vugzaiyez,"vugz + yez",ai,2,yes,sense,verdict
productive,"product + like",horgaulak,"horg + lak",au,2,yes,affix,verdict
profession,"profess + act",,"? + yez",au,2,no,affix,verdict
professional,"profession + like",,"? + lak",au,2,no,affix,verdict
progenitor,"before + beget + agent",,"tor + ? + yug",ai,3,no,judged,verdict
progression,"progress + act",reCaiyez,"reC + yez",ai,2,yes,judged,verdict
progressive,"progress + like",reCailak,"reC + lak",ai,2,yes,judged,verdict
prohibition,"prohibit + act",flutauyez,"flut + yez",au,2,yes,affix,verdict
projection,"project + act",gapsauyez,"gaps + yez",au,2,yes,affix,verdict
proliferation,"proliferate + act",,"? + yez",ai,2,no,judged,verdict
prominence,"prominent + ness",,"blid + ?",ai,2,no,judged,verdict
prone,"tend",vagz,"vagz",ai,1,yes,sense,verdict
pronoun,"swap + term",solpaitod,"solp + tod",ai,2,yes,sense,verdict
pronunciation,"pronounce + act",citxaiyez,"citx + yez",ai,2,yes,sense,verdict
proof,"prove + act",pruvaiyez,"pruv + yez",ai,2,yes,sense,verdict
propellant,"propel + thing",,"? + niv",ai,2,no,judged,verdict
propensity,"tend + nature",vagzainep,"vagz + nep",ai,2,yes,sense,verdict
prostate,"seed + gland",sidaismaq,"sid + smaq",ai,2,yes,sense,verdict
protection,"protect + act",mepsauyez,"meps + yez",au,2,yes,affix,verdict
protective,"protect + like",mepsailak,"meps + lak",ai,2,yes,judged,verdict
protector,"protect + one",mepsaizan,"meps + zan",ai,2,yes,judged,verdict
proton,"positive + particle",midairav,"mid + rav",ai,2,yes,sense,verdict
provision,"provide + act",xitaiyez,"xit + yez",ai,2,yes,sense,verdict
proximal,"near + of",lubaiyov,"lub + yov",ai,2,yes,judged,verdict
proxy measure,"substitute + measure",lompaiyaj,"lomp + yaj",ai,2,yes,sense,verdict
pruning,"prune + act",,"? + yez",ai,2,no,judged,verdict
psychological,"psychology + of",,"? + yov",ai,2,no,judged,verdict
psychology,"mind + study",manainedz,"man + nedz",ai,2,yes,judged,verdict
publication,"publish + act",,"? + yez",ai,2,no,judged,verdict
publish,"public + like",zabaulak,"zab + lak",au,2,yes,affix,verdict
pufferfish,"swell + fish",parbaifrix,"parb + frix",ai,2,yes,sense,verdict
pulmonary,"lung + of",xolsaiyov,"xols + yov",ai,2,yes,judged,verdict
pumice,"foam + rock",glaqairak,"glaq + rak",ai,2,yes,sense,verdict
pumpkin,"big + squash",brataiskax,"brat + skax",ai,2,yes,sense,verdict
punctual,"on + time",vunaikal,"vun + kal",ai,2,yes,sense,verdict
punctuation,"write + mark",rataiwen,"rat + wen",ai,2,yes,sense,verdict
pungent,"sharp + taste",bontaitest,"bont + test",ai,2,yes,sense,verdict
punishment,"punish + act",fuqkauyez,"fuqk + yez",au,2,yes,affix,verdict
pupa,"change + shell",xunaitxal,"xun + txal",ai,2,yes,sense,verdict
purify,"pure + make",pitaumek,"pit + mek",au,2,yes,affix,verdict
purity,"pure + nature",pitaunep,"pit + nep",au,2,yes,affix,verdict
purr,"cat + hum",klatailibz,"klat + libz",ai,2,yes,sense,verdict
pyramid,"point + tomb",leCaiyart,"leC + yart",ai,2,yes,sense,verdict
pyrite,"false + gold",rotaigod,"rot + god",ai,2,yes,sense,verdict
quack,"duck + call",babzaikar,"babz + kar",ai,2,yes,sense,verdict
quadrilateral,"four + side + shape",lafaisardaideps,"laf + sard + deps",ai,3,yes,sense,verdict
quadruple,"four + fold",lafaifold,"laf + fold",ai,2,yes,judged,verdict
quarrel,"word + fight",dataiflet,"dat + flet",ai,2,yes,sense,verdict
quarry,"rock + mine",rakaimeq,"rak + meq",ai,2,yes,sense,verdict
quarter,"four + part",lafaipart,"laf + part",ai,2,yes,sense,verdict
quartz,"clear + crystal",vobaikuqk,"vob + kuqk",ai,2,yes,sense,verdict
quartzite,"quartz + rock",,"? + rak",ai,2,no,sense,verdict
queen,"king + female",fubaifim,"fub + fim",ai,2,yes,sense,verdict
query,"ask",xask,"xask",ai,1,yes,sense,verdict
raccoon,"mask + face + animal",maskaifesaizul,"mask + fes + zul",ai,3,yes,sense,verdict
racial,"race + of",malkaiyov,"malk + yov",ai,2,yes,judged,verdict
radial,"ray + symmetry",reqaimatx,"req + matx",ai,2,yes,sense,verdict
radiate,"ray + emit",,"req + ?",ai,2,no,sense,verdict
radiation,"radiate + act",,"? + yez",au,2,no,affix,verdict
radical,"root + of",febzaiyov,"febz + yov",ai,2,yes,judged,verdict
radioactive,"radio + active",,"wot + ?",ai,2,no,compound,verdict
radish,"sharp + root",bontaifebz,"bont + febz",ai,2,yes,sense,verdict
radula,"scrape + tongue",workaitaq,"work + taq",ai,2,yes,sense,verdict
rainbow,"rain + light + arc",renailitaihark,"ren + lit + hark",ai,3,yes,sense,verdict
rainfall,"rain + fall",renaizur,"ren + zur",ai,2,yes,compound,verdict
rainforest,"rain + forest",renaivarz,"ren + varz",ai,2,yes,sense,verdict
rampart,"war + wall",gekaimedz,"gek + medz",ai,2,yes,sense,verdict
rapeseed,"oil + seed",gipsaisid,"gips + sid",ai,2,yes,sense,verdict
rapids,"fast + water",fastaiwaC,"fast + waC",ai,2,yes,sense,verdict
rarefy,"density + lower",,"smoc + ?",ai,2,no,sense,verdict
rarely,"rare + manner",raraukuq,"rar + kuq",au,2,yes,affix,verdict
raspberry,"red + berry",gicaiglaf,"gic + glaf",ai,2,yes,sense,verdict
ration,"rat + act",dimpauyez,"dimp + yez",au,2,yes,affix,verdict
rational,"ration + like",,"? + lak",au,2,no,affix,verdict
raven,"big + crow",brataiwint,"brat + wint",ai,2,yes,sense,verdict
ravine,"narrow + valley",Ceftaibaqk,"Ceft + baqk",ai,2,yes,sense,verdict
react,"again + act",palauyez,"pal + yez",au,2,yes,prefix,verdict
reactant,"react + thing",,"? + niv",ai,2,no,sense,verdict
reaction,"again + action",palaukiq,"pal + kiq",au,2,yes,prefix,verdict
reactive,"react + like",,"? + lak",ai,2,no,judged,verdict
reactor,"react + thing",,"? + niv",ai,2,no,judged,verdict
ready,"read + like",ridaulak,"rid + lak",au,2,yes,affix,verdict
reagent,"react + cause + thing",,"? + kaz + niv",ai,3,no,sense,verdict
reality,"real + nature",lamaunep,"lam + nep",au,2,yes,affix,verdict
realize,"real + make",lamaumek,"lam + mek",au,2,yes,affix,verdict
rearrangement,"rearrange + act",,"? + yez",ai,2,no,judged,verdict
reassemble,"again + assemble",palaidjeq,"pal + djeq",ai,2,yes,sense,verdict
rebut,"against + answer",zofaivad,"zof + vad",ai,2,yes,sense,verdict
recall,"again + call",palaukar,"pal + kar",au,2,yes,prefix,verdict
receiver,"receive + agent",kabauyug,"kab + yug",au,2,yes,affix,verdict
recent,"again + cent",,"pal + ?",au,2,no,prefix,verdict
reception,"receive + act",kabaiyez,"kab + yez",ai,2,yes,sense,verdict
