term,gloss,forms,occurrences
"requested","asked for, requested",1,38
"madness","madness, delirium, frenzy",1,38
"limping","limping",1,38
"gem","kind of gem",1,38
"swelling","swelling; tumour",3,38
"town","A town of Palestine and powerful stronghold",3,38
"loving","very loving, very fond",3,38
"meadow","a small meadow",5,38
"prudent","forethinking, cautious, prudent, provident",4,38
"side","A town of Pontus situated at the mouth of the river Sidenus",8,38
"rumble","any deep, hollow sound, humming, buzzing, booming, rumbling",6,38
"little","little, small (amount of)",3,38
"abundant","abundant, plentiful, copious",6,38
"reluctantly","unwillingly, reluctantly",11,38
"lightning","lightning, heat lightning",3,38
"transiting","transiting (passing over)",2,38
"puppet","puppet",8,38
"address","to speak to, accost, address; negotiate a matter with",10,38
"burn","to burn (in, off or away)",3,38
"burn","to set on fire, burn, scorch",4,38
"advanced","having advanced, proceeded",4,38
"prose","Belonging to speech: prose",10,38
"filled","filled, loaded, having been filled, burdened",6,38
"light","radiance of celestial bodies, sunshine, light, rays of light, brightness; (less exactly) dawn, morning",8,38
"river","a river in Gallia Belgica, now the Scheldt",11,38
"flesh","flesh",9,38
"city","a city of Megaris",10,38
"jealous","jealous",9,38
"there","here, there",14,38
"host","throng of warriors",15,38
"projecting","projecting, protruding a little",7,38
"skin","the skin or membrane that covers parts of the body; (especially) the skin or slough of snakes",15,38
"soiled","Soiled, defiled, polluted, stained, fouled; having been soiled, defiled, polluted, stained or fouled.",9,38
"bean","a small bean",7,38
"river","the river Maeander; the river Büyük Menderes",12,38
"worldly","worldly, mundane",10,38
"stray","to wander up and down or about, straggle, stray",11,38
"river","an important river in Mysia, now the Bakırçay River",13,38
"commanding","bidding, commanding, ordering",13,38
"tribe","an ancient pre-Roman tribe that was part of the early population of Latium and Sicily",13,38
"river","a river in Aquitania, now the river Tarn",11,38
"creature","nursling, creature",8,38
"enjoyed","enjoyed; having derived pleasure from",14,38
"fresh","fresh, young",13,38
"spear","light spear, lance",14,38
"town","a town in Mauritania situated between Portus Magnus and Arsenaria",21,38
"fourteen","fourteen; 14",18,38
"stew","A dish of meat and vegetables, a stew",1,37
"town","a town in Aetolia situated near the coast",1,37
"stone","An unknown kind of precious stone of magical power",2,37
"condition","Added to verbs and adjectives to form nouns conveying a condition or quality associated with the verb.",3,37
"participating","sharing, partaking, participant, participating",3,37
"sarcastic","sarcastic",3,37
"choice","choosing, choice, preference, option",3,37
"image","image, likeness, statue, effigy, portrait",6,37
"idea","idea, notion, conception",6,37
"sewer","underground sewer or drain",4,37
"promise","promise",6,37
"shining","gleaming, shining, bright",5,37
"singing","singing, reciting",4,37
"rare","very rare or uncommon",4,37
"earthy","full of earth; earthy",5,37
"characters","The name of various mythical characters",4,37
"longing","a longing",6,37
"confusion","disorder, confusion, tumult",10,37
"suppressed","suppressed; surprised, captured; crushed; oppressed",7,37
"fierce","fierce, raging",6,37
"void","emptiness, nothingness",5,37
"champion","a combatant, champion, especially a prizefighter",5,37
"stake","vine pole; prop",8,37
"leaning","leaning or resting on or against something, inclined to or toward, sloping",8,37
"thin","thin, poor",8,37
"sneeze","A sneeze.",8,37
"enjoy","to enjoy; to derive pleasure from",17,37
"mass","Mass; Christian eucharistic liturgy",14,37
"new","new. (Often used to form clade or taxonomic names indicating more recent branching than a morphologically or otherwise similar group.)",16,37
"soon","quickly, soon, forthwith",10,37
"end","end, termination",12,37
"figures","The name of several figures of the Greek mythology",13,37
"judges","[Book of] Judges (book of the Bible)",15,37
"constant","constant, regular, perpetual",12,37
"excited","to be stirred or excited",11,37
"location","location",14,37
"certain","certain, not in doubt",8,37
"sacrifice","offering, sacrifice, a sacrificing",13,37
"craft","craft, skill, trade",18,37
"town","a town of Cyprus famous for its cult of Aphrodite",13,37
"tribe","A tribe of Sarmatia settled at the foot of the Caucasus",11,37
"blame","disapprobation, disapproval, blame",12,37
"prepare","to make ready, prepare; to furnish, dress",10,37
"to suck","to suck",17,37
"value","worth, price, value, cost",18,37
"under","under; secret",19,37
"palm","The palm of the hand or sole of the foot.",16,37
"fifteen","fifteen; 15",25,37
"follower","follower, attendant, adherent",1,36
"whirling","whirling, eddying",2,36
"shameless","shameless, without shame, arrogant, impudent",2,36
"parasite","the name of a parasite (""person who eats at the table of another"") in Plautus' play Miles Gloriosus",3,36
"silvery","full of silver, silvery, silver-bearing",3,36
"decrease","to decrease, reduce",4,36
"wicked","malicious, wicked",4,36
"dusky","dark, dusky, murky",4,36
"quick","Very quick, lightning fast.",3,36
"touched","having been touched, assaulted, approached, etc.",5,36
"tribe","A tribe of Africa which dwelt south of the Mauri and the Numidae",8,36
"bound","bound fast, subjugated, obliged",4,36
"fixed","Firmly set, fixed, resolved.",6,36
"rainy","Full of rain, rainy.",5,36
"enrolled","enrolled, enlisted",5,36
"town","a town in Africa situated between Thabraca and the river Bagrada",11,36
"dance","a lively and salacious dance of Greek comedy",7,36
"seer","a fortune teller",6,36
"merit","merit, service, deserts",7,36
"breath","breath (directed upon some object)",5,36
"free","to free, set free, liberate",12,36
"originally","originally, at first, from the first, from/at first flush",9,36
"herb","a small herb",6,36
"steamed","that has emitted steam or vapor (i.e. its ""spirit"")",6,36
"student","learner, pupil",10,36
"to beat","to beat",13,36
"pricked","pricked, punctured",8,36
"burdened","burdened, weighed down, having been oppressed.",13,36
"named","named, having been named.",10,36
"mixing","a throwing together",8,36
"trample","to trample, tread on",17,36
"blocking","thwarting, hindering, obstructing, blocking",15,36
"then","at that time, then (correlative with ἡνίκα (hēníka))",13,36
"odor","nidor, the smell of roasting meat and fat",11,36
"mourned","bewailed, lamented, mourned",19,36
"hospitality","hospitality, hospitable reception, entertainment",9,36
"hail","hail; sleet",13,36
"hollow","concave; hollow",13,36
"forbid","to forbid, prevent, prohibit",19,36
"myth","a myth",21,36
"dover","a town in Britannia, now Dover",15,36
"one","according to Hesychius, a Cypriot word for εἷς (heîs, ""one"").",18,36
"talk","talking, talk, chat",23,36
"part","partly, in part, a part, some of, some",30,36
"noisy","sounding, noisy",4,35
"reed","a type of reed",4,35
"braiding","braiding",4,35
"prepare","to arrange, devise, prepare, make ready",4,35
"healthy","healthy, salubrious",6,35
"comely","fair of form, comely, shapely",6,35
"town","A town of Phrygia situated on the river Glaucus",7,35
"crowded","thronged, crowded, in a mass",8,35
"town","A town of Messenia situated on the western side of the Messenian gulf",7,35
"eagle","A sort of eagle",9,35
"armed","carrying weapons; armed, warlike",3,35
"desired","longed for (greatly desired)",5,35
"bound","bound (by an oath)",4,35
"ignorant","ignorant [with genitive 'about something']; stupid",4,35
"charm","pleasantness, charm, attractiveness, agreeableness",4,35
"ape","small ape or monkey (often as a term of abuse)",2,35
"arranged","disposed, distributed, arranged",11,35
"strap","to furnish with a strap or thong",10,35
"shaped","moulded, shaped or fashioned accordingly",3,35
"scattered","scattered, dispersed, dissipated, squandered",5,35
"eager","eager, zealous, fond, assiduous",6,35
"welcome","welcome (whose arrival is a cause of joy)",6,35
"particle","a particle, especially an atom.",7,35
"cord","cord, line (thin rope)",6,35
"bruise","A bruise, a contusion",9,35
"bound","Bound, tied, joined, connected, fastened",4,35
"found","found, having been found.",10,35
"palate","palate (roof of the mouth)",9,35
"standard","a military standard, an ensign, a signum militare",8,35
"looseness","looseness, thinness, the state of being loose, not dense",13,35
"mat","mat (of rush or straw)",12,35
"wrinkled","shrivelled, wrinkled",9,35
"hole","an opening or aperture produced by boring; a hole",18,35
"wonder","to wonder (at, how or why)",18,35
"form","shape, form, figure",12,35
"island","a small island of the Aegean Sea",8,35
"hair","root of a hair, downy hair",11,35
"appear","to be seen, appear",11,35
"whip","lash, whip, scourge, rod",14,35
"native","among ones people, at home, native",11,35
"porch","porch in front of house",9,35
"ancients","the ancients (those who lived long ago)",14,35
"devoting","dedicating myself (to), directing my efforts or attention (to)",18,35
"rooster","rooster",20,35
"ash","to turn to ashes",1,34
"rival","to lead or conduct in opposition or rivalry to another",1,34
"sandal","kind of sandal or elegant slipper",2,34
"singer","singer (male) (verbal noun of cantō (nomen agentis))",2,34
"hollow","to hollow out, excavate",2,34
"swift","running fast, swift-footed",2,34
"bundle","small pack or bundle",3,34
"skull","a skull",3,34
"linen","made of fine linen",3,34
"persuaded","third-person singular aorist passive optative of πείθω (peíthō)",4,34
"resist","to struggle, resist, fight back",4,34
"turned","turned in a lathe",4,34
"guard","a guard, protector, watchman",3,34
"early","early",6,34
"board","board; plank",7,34
"thrower","thrower, hurler",7,34
"river","a river in Mesopotamia, mentioned by Pliny",3,34
"curled","curled with a curling iron",3,34
"magnetic","magnetic",4,34
"siege","A siege, blockade",6,34
"tool","tool, instrument",6,34
"twist","anything twisted or wound",10,34
"leader","commander, ruler, chief",5,34
"plainly","plainly, in an unadorned manner",3,34
"explored","explored",4,34
"void","invalid, void, null and void",4,34
"tribe","A tribe of Liburnia mentioned by Pliny",15,34
"patient","suffering, enduring",6,34
"tribe","A great tribe of Germany",6,34
"creature","a little creature or beast",5,34
"weakness","slackness, enervation, debility",11,34
"loving","having an affinity, attraction, preference or love of something",12,34
"roaming","wandering all over, roaming widely",4,34
"chip","small piece of wood",8,34
"mark","a mark; a sign; a token; a indication",8,34
"rush","to rush in; to storm; to rage; to seethe (in general of violent movements)",15,34
"burned","burnt, burned",14,34
"randomly","by chance, by accident, at random",11,34
"dust","dust or ashes",17,34
"hive","A beehive.",11,34
"town","a town of Moesia situated on the river Danube",14,34
"depress","frequentative of dēprimō",17,34
"talk","talk, prattle",20,34
"slowly","slowly",22,34
"agent","One who or which does or makes something; doer, maker, performer, perpetrator, agent, player.",14,34
"devil","the Devil.",20,34
"town","A town of Syrtica mentioned in the Antonine Itinerary",21,34
"empire","The empire, state, imperial government, realm, dominion.",19,34
"to pray","to pray",20,34
"island","An island of the Saronic Gulf near the promontory of Sunium",1,33
"city","a city of Ionia situated north of Ephesus",1,33
"cake","a type of cake used in sacrifices",2,33
"weasel","of a weasel, weasel",2,33
"city","A city of Phrygia situated on the river Lycus",2,33
"shark","A kind of shark",3,33
"ambiguous","obscure, enigmatic, not straightforward, ambagious, ambiguous",2,33
"small","very small, little, small etc.",4,33
"accepted","received, having been accepted, accepted",3,33
"collapsed","collapsed, fallen in, having collapsed",4,33
"whole","the whole",8,33
"autumn","autumn, fall",4,33
"hole","hole, cleft, slit, hollow",6,33
"sleep","sleep (rheum that collects in the corner of the eyes)",7,33
"dispute","dispute, quarrel",4,33
"gallic","Gallic",4,33
"pleasure","delight, pleasure, enjoyment",6,33
"eating","eating all things, all-devouring, omnivorous",3,33
"narrowness","narrowness, straitness",4,33
"drinker","drinker",8,33
"lazy","slothful, indolent, lazy",3,33
"hold","to have or hold upon",6,33
"coin","name of a Persian coin used as an obol offered to corpses",14,33
"open","to be open, accessible, attainable",5,33
"erased","scratched out, scraped off, erased",6,33
"town","a town in Elis district situated on the road from Olympia to Sparta",11,33
