word,kind,described,traits,name,why
mongolica,epithet,"Of Mongolia, a high dry plateau of short grass and gravel, too cold and too dry for trees over most of it, grazed and crossed rather than settled.","a high dry plateau; short grass and gravel; too dry for trees; grazed and crossed","dry + grass + plateau","Mongol is a people, which the design refuses outright. The plateau itself, high and dry and treeless, is a fact about the ground."
mongolicus,epithet,"Of Mongolia, the high dry plateau.","a high dry plateau; short grass; too dry for trees","dry + grass + plateau","The masculine of mongolica."
siamensis,epithet,"Of Thailand. The country's own name says the land of the free, for never having been taken by an outside power, a warm wet land of river plains and monsoon forest.","the free land; river plains and monsoon forest; warm and wet all year","free + land","The country's own name for itself carries a plain sense and is the better reading of the two available."
annamensis,epithet,"Of Annam. 安南 is peaceful-south, the old name for the long coastal country south of China, mountains on one side and sea on the other.","the peaceful south; a long coast; mountains inland of it","peace + south","Two characters that both mean something, naming the place by where it sat and what was wanted of it."
okinawensis,epithet,"Of Okinawa. 沖縄 is offshore-rope, for the chain of small islands strung out in the open sea south of the main Japanese lands.","a rope of islands strung offshore; warm open sea; small islands in a chain","offshore + rope","The Japanese name is a picture of the island chain seen on a map or from a boat."
kyushuensis,epithet,"Of Kyushu. 九州 is nine-provinces, the southern island of Japan, warm and volcanic, once divided into nine.","the nine provinces; a warm volcanic island; southern Japan","nine + land","A place named by counting what it was made of, which reads directly."
beijingensis,epithet,"Of Beijing. 北京 is north-capital, the seat of government in the north of the country.","the northern capital; a seat of government","north + capital","The city's name states exactly what it is, and Tonkin and Nanjing are named the same way."
nanjingensis,epithet,"Of Nanjing. 南京 is south-capital, the southern seat, on the lower Yangtze.","the southern capital; on a great river","south + capital","The pair to Beijing, named by the same rule."
shanghaiensis,epithet,"Of Shanghai. 上海 is upon-the-sea, the city built where the river meets the coast, on flat ground barely above the water.","upon the sea; where a great river meets the coast; flat ground barely above water","on + sea","The name says where the place sits and nothing else, which is what a described place should do."
ningxiaensis,epithet,"Of Ningxia. 宁夏 is peaceful-summer, dry loess country along the upper Yellow River where irrigation makes a green strip through desert.","peaceful summer; a green irrigated strip through desert; the upper Yellow River","peace + summer","Both characters carry sense and together name what was hoped of a hard country."
daliensis,epithet,"Of Dali. 大理 is great-order, an old kingdom on a lake under a long snow range in western Yunnan.","the great order; a lake under a long snow range; western Yunnan","great + order","The old kingdom's name is two characters that both mean something."
gansuensis,epithet,"Of Gansu, a long narrow corridor between desert and mountain, the road west running through it with oasis towns strung along the way.","a long narrow corridor; desert one side, mountain the other; oasis towns along a road","narrow + corridor","The province is a passage rather than a region, and that shape is its defining fact."
shanxiensis,epithet,"Of Shanxi. 山西 is mountain-west, the loess plateau west of the Taihang range.","west of the mountains; loess plateau","mountain + west","Named for its position against a range, like Shandong to its east."
zhejiangensis,epithet,"Of Zhejiang. 浙江 is the crooked river, for the Qiantang's sharp bends before it reaches the sea.","the crooked river; sharp bends before the sea; a coastal province","crooked + river","The province takes its name from the river's shape, which is a description."
anhuiensis,epithet,"Of Anhui, the country either side of the lower Huai and Yangtze, flat and wet in the north, hilly and wooded in the south.","flat wet plain in the north, wooded hills in the south; two great rivers","two + river + land","The name is made from two city names and says nothing. The province is the land between two rivers, which does."
qionglaiensis,epithet,"Of Qionglai, a range on the western rim of the Sichuan basin where the land steps up abruptly from plain to high mountain.","the land steps abruptly from plain to mountain; the western rim of a basin","step + range","The name sounds out a local one. The abrupt step from plain to mountain is what the range is."
kashmirensis,epithet,"Of Kashmir, a broad flat valley floor held between two mountain walls, lakes on the floor of it and meadow above the treeline on both sides.","a flat valley floor between two mountain walls; lakes on the floor; meadow above the trees","held + valley","Kashmir is distinct from Kashgar, which the corpus confuses. The shut valley between ranges is what the place is and what everyone who describes it describes."
kashmirense,epithet,"Of Kashmir, the valley held between mountain walls.","a flat valley floor between two mountain walls","held + valley","The neuter of kashmirensis."
cashmeriana,epithet,"Of Kashmir, the held valley.","a flat valley floor between two mountain walls","held + valley","An older spelling of the same valley."
abaensis,epithet,"Of Aba, a high Tibetan region of north-west Sichuan: open grassland at great height with wide peat marshes lying in the hollows, treeless and cold.","high open grassland; wide peat marsh in the hollows; treeless and cold","high + marsh + grass","The name is Tibetan and the Chinese sounds it out. The high marsh grassland is unmistakable and is what the region is."
