term,occurrences,forms
wild pigeon,17,3
unforeseeing,17,4
lamentable,17,2
lavish,17,5
ginger,17,2
stadia,17,4
multiplication,17,6
musty,17,3
busy,17,3
entella,17,6
saracen,17,4
astringent,17,6
abila,17,8
armor,17,4
spurge olive,17,5
cerebral,17,7
bononia,17,5
inlet,17,8
untaught,17,6
mangonel,17,8
oenotria,17,5
pavement,17,5
swept,17,8
harmonious,17,4
pastoral,17,4
precipices,17,7
dispositional,17,8
reducible,17,5
sun spurge,17,4
hindmost,17,9
muslin,17,6
swollen,17,5
astrologer,17,11
bristol,17,4
bucktoothed person,17,10
capetus,17,7
struck down,17,9
disagreement,17,8
to bleat,17,8
must,17,10
transportation,17,7
victor,17,9
kohl,17,9
bremer,17,7
unknown gem,17,10
ethane,17,9
falsified,17,7
familial,17,7
stiffen,17,9
originator,17,10
beautifully,17,10
timiș,17,10
clothe,17,8
indivisible,17,8
belg,17,11
baumann,17,8
sodomy,17,11
pearl-shell,17,14
acrisius,16,1
duckie,16,1
cestrus,16,1
gift,16,1
happiness,16,1
small torch,16,1
garamantes,16,1
mesogastric,16,1
high-tressed,16,1
illogical,16,1
plotter,16,1
orchomenus,16,1
monotony,16,1
envision,16,1
thrift,16,1
cape taenarus,16,1
pauper burier,16,1
victoria,16,1
differential,16,2
goddess,16,2
simois,16,2
eroded,16,2
tactile,16,2
historian,16,2
vengeance,16,2
stiltwalker,16,3
numantia,16,3
superstructured,16,2
hymn,16,3
april,16,4
boston,16,3
emporium,16,4
farinaceous,16,2
unskilled,16,4
semolina,16,3
midwife,16,3
sphendale,16,2
pedian,16,2
minium,16,3
driven away,16,2
sagittarius,16,2
semicircle,16,2
unknown,16,3
madder,16,3
conniving,16,3
pious,16,4
grimly,16,2
renowned,16,2
autumn squill,16,2
expelled,16,2
loathed,16,3
monastic,16,3
praeneste,16,2
seah,16,5
clownish,16,3
turbulent,16,2
etruscan,16,3
yanayacu,16,6
chestnut grove,16,2
durable,16,4
esoteric,16,3
congratulation,16,3
sublingual,16,3
pallor,16,4
mallow-fibered,16,4
female speaker,16,4
detention,16,2
cycnus,16,4
deference,16,4
lightning-struck,16,4
excavate,16,5
cadurcan,16,4
eridanus,16,5
gangrene,16,4
horse fodder,16,4
seduced,16,3
impetiginous,16,4
incendiary,16,2
latin,16,5
nurseryman,16,3
amorous,16,5
quaffed,16,6
glaucus,16,8
undefended,16,3
liberator,16,6
nocturnal,16,2
published,16,3
preposing,16,4
segesta,16,4
symposium,16,3
unpleasing,16,4
cistern,16,8
menace,16,7
tiara,16,4
seditious,16,4
fistula,16,4
methion,16,4
myrsilus,16,5
neural,16,6
turned towards,16,5
debtor,16,5
postponed,16,3
asopus,16,6
slavery,16,7
grape variety,16,4
suburban,16,3
detestable,16,6
aphroditus,16,6
bostra,16,5
juba,16,6
nailsmith,16,8
lettuce,16,6
mutilated,16,5
prasii,16,7
bisset,16,7
delphi,16,6
avert,16,6
magism,16,9
preconception,16,6
knossos,16,6
eridanus,16,6
tinctorial,16,5
shorten,16,5
naval,16,5
peculiarity,16,5
ciconians,16,8
lithium,16,6
courtier-like,16,8
ocyalus,16,6
sellary,16,6
gello,16,7
pestle,16,6
abduct,16,8
sapphire,16,10
stannous,16,8
aegis,16,8
timothy,16,6
thermal,16,8
kasserine,16,8
etymon,16,7
avellino,16,8
krater,16,6
luminous,16,11
like unguent,16,7
byllis,16,8
alpheus,16,8
elegy,16,9
disgust,16,10
muscovy,16,9
precede,16,10
iberian,16,9
tendon,16,10
sporadically,16,12
amulius,15,1
apollonian,15,1
attendance,15,1
candaules,15,1
censorial,15,1
epyaxa,15,1
hawk,15,1
laodicea,15,1
satrap,15,1
mellow,15,1
receptacle,15,1
serpentine,15,1
pelasgian,15,1
blister,15,1
electrum,15,1
semicylindrical,15,1
senator,15,1
controlled,15,1
subfiliform,15,1
surpassed,15,1
trierarch,15,1
truthful,15,1
flogger,15,1
bailly,15,2
eaten,15,2
domineering,15,2
well-made,15,2
filial,15,2
awhile,15,2
priene,15,2
female fighter,15,2
prasiae,15,2
rennes,15,2
carrion crow,15,2
gorgythion,15,2
sat down,15,3
nausicaa,15,2
ochre-colored,15,3
processional,15,3
satan,15,2
nearby,15,3
timid,15,4
boudica,15,3
ghent,15,3
plundered,15,2
wolf cub,15,2
seductress,15,2
apposite,15,3
plow ox,15,3
golden,15,2
february,15,3
laconia,15,2
lusi,15,3
slayer,15,4
orchestra,15,3
consecrated,15,3
valencian,15,3
afranian,15,3
batter,15,3
aztecs,15,5
tenth,15,6
snood,15,2
protectress,15,3
potterly,15,4
hellespont,15,3
fire-emitting,15,3
liberation,15,5
architrave,15,4
nauplia,15,5
oxonian,15,2
pruning,15,4
anagni,15,2
reversed,15,2
purification,15,4
sapires,15,2
arcas,15,3
castoreum,15,2
pusiano,15,5
hazel grouse,15,3
hardening,15,5
terminating,15,6
libationer,15,5
musaeus,15,5
quivered,15,3
plotinus,15,4
orchard,15,5
lucia,15,3
ironwort,15,4
solifuge,15,3
urticaria,15,5
truthful,15,4
unfading,15,3
stag,15,5
shredded,15,3
thrown,15,3
kyiv,15,4
levorotatory,15,5
uncle,15,5
straddling,15,5
skirret,15,5
taiwan,15,5
arrhythmic,15,5
epeii,15,5
beautifully named,15,6
crati,15,5
baleful,15,4
blacken,15,4
wheelbarrow,15,5
coloured,15,8
strangle,15,4
repressed,15,3
spurious,15,6
saviouress,15,4
tufaceous,15,4
afghanistan,15,6
elul,15,5
auspicated,15,6
babbler,15,5
lieser,15,9
wooden,15,7
naupactus,15,4
pachynus,15,7
lozenge,15,4
i heard,15,5
solidified,15,6
cephean,15,10
hairiness,15,7
hewn,15,6
agate,15,6
cytorus,15,10
suckled,15,8
mutter,15,9
stupor,15,7
odyssey,15,5
bladder cherry,15,6
júcar,15,5
thyrsus-bearing,15,6
visitor,15,6
aeson,15,10
mute,15,8
-metry,15,4
hundred trillionth,15,7
ascalaphus,15,7
assus,15,7
libra,15,9
brewer,15,6
strengthen,15,9
hun,15,11
hymn,15,9
dioscurus,15,11
constriction,15,7
lovingly,15,10
perga,15,11
exerting tension,15,12
equidistant,14,1
bitterwort,14,1
blackout curtains,14,1
bovine,14,1
female genitalia,14,1
defiling,14,1
fraternal,14,1
heraclid,14,1
iscariot,14,1
minoid,14,1
forager,14,1
dragonwort,14,1
scapula,14,1
tegyra,14,1
thrasymedes,14,1
armadillos,14,1
drover,14,2
forelock,14,2
abounded,14,2
basket,14,2
rejoicing,14,2
monochrome,14,2
nihonium,14,2
pamphylian,14,2
weight,14,2
trickster,14,2
conversely,14,2
successor,14,2
companion,14,2
constructive,14,2
fabulous bird,14,2
invocatory,14,2
nourisher,14,3
rye,14,2
torrent,14,2
glorious,14,2
despised,14,2
unbelted,14,2
mentally,14,3
gindanes,14,2
stye,14,3
linear,14,2
shadow-caster,14,2
maple,14,2
amass,14,3
recoiled,14,3
clown,14,2
ominous,14,3
cosmopolitan,14,3
cottage,14,3
couch,14,3
piety,14,3
said,14,2
gladiolus,14,2
micipsa,14,2
frivolous,14,3
pharsalus,14,2
abas,14,2
many-counselled,14,2
well-curb,14,2
servilian,14,3
unpleasant,14,3
scurvy,14,4
skilful,14,4
pulverize,14,3
spurge-laurel,14,4
iwatean,14,2
republic,14,3
tango,14,4
lethargic,14,2
anauni,14,3
bolzano,14,3
mown,14,2
serpentine,14,5
enceladus,14,5
roused,14,4
begetter,14,3
henbane,14,5
unsuitable,14,3
joktan,14,4
labdacus,14,3
lustral,14,5
towel,14,5
phlegethon,14,4
mullein,14,4
saskatchewan,14,5
finished,14,4
pleasant,14,2
egadi islands,14,3
apulia,14,4
wanton,14,4
balsamiferous,14,4
doomed,14,3
druids,14,5
defective,14,4
oneiric,14,4
gigonus,14,3
manduria,14,5
philosophical,14,4
interpose,14,5
small morsel,14,4
forebald,14,3
bestia,14,4
trachon,14,5
reeve,14,3
xenophon,14,3
woken,14,4
cyprine,14,7
diocletian,14,3
bewitching,14,6
unfold,14,7
metrical,14,4
contemptuous,14,3
orestes,14,5
parricide,14,4
very pleasant,14,2
plumier,14,4
ferocious,14,7
areopagus,14,4
drowsy,14,3
spicate,14,5
palisade,14,5
abraham,14,6
mycenae,14,6
gone,14,4
expelled,14,5
rivulet,14,5
ensnare,14,7
mantua,14,3
nun,14,3
troy,14,5
pullary,14,4
fifth time,14,9
girdler,14,7
dendera,14,6
aetna,14,5
sefīd-rūd,14,6
artab,14,4
prostrate,14,5
glorify,14,6
voracious,14,6
tighten,14,5
malt,14,6
collar harness,14,6
nourishment,14,5
pangaion hills,14,5
anchialus,14,8
somnial,14,7
ileus,14,5
thulium,14,5
varda,14,6
roman play,14,8
astrologer,14,5
faun,14,6
genoa,14,9
tubercles,14,8
anafi,14,9
cato,14,9
hemichous,14,9
panther,14,8
first attempt,14,6
twine,14,9
anatolian,14,8
android,14,8
carotid,14,9
necessity,14,10
galatia,14,7
went,14,10
tax collector,14,8
depository,14,6
marvellous,14,8
cooper,14,8
first,14,10
ebony,14,9
castalia,14,10
quintus,14,13
female emulator,13,1
early-ripening emmer,13,1
aurelian,13,1
dipaea,13,1
dint,13,1
distaff,13,1
hinny,13,1
homogeneity,13,1
indulgent,13,1
lacunar,13,1
glutton,13,1
stellar,13,1
traitress,13,1
putrefaction,13,1
puppy,13,1
bate,13,1
dun,13,1
tereus,13,1
typhoeus,13,1
usurper,13,1
maidservant,13,2
arisba,13,2
hoariness,13,2
assembly,13,2
decisively,13,2
exemplary,13,2
loathe,13,2
herbarium,13,2
youthful,13,2
alba longa,13,2
mercury,13,2
senatorial,13,2
artemisia,13,2
centuriate,13,2
reciprocal,13,2
counselor,13,2
amantia,13,2
fornicator,13,2
hellenize,13,2
sterlet,13,2
monotone,13,2
pelopid,13,2
canis minor,13,3
cadmia,13,2
quivering-helmeted,13,4
wedded,13,3
to demolish,13,2
colonus,13,4
dioscurus,13,4
philological,13,2
high-seated,13,2
nightjar,13,3
sardinian,13,3
corrective,13,3
sandal-maker,13,3
truncated,13,3
bread eater,13,4
gallus,13,4
george barker,13,4
turnip,13,2
cutter,13,3
cholera,13,5
gnats,13,3
condensed,13,4
proven,13,2
desultory,13,3
interrogation,13,3
debauchee,13,3
white marble,13,4
misfortune,13,4
molybdenum,13,3
cleavable,13,4
gnat,13,3
supplementary,13,4
serpent-footed,13,5
torn,13,2
barney,13,4
oppress,13,4
mountebank,13,4
slept outdoors,13,4
imitative,13,2
unjust,13,4
calf,13,4
draught,13,3
abhorrent,13,3
octahedron,13,4
parody,13,3
pleasant,13,2
pontifical,13,2
dalmatia,13,4
september,13,5
torn away,13,3
bosporus,13,4
wooden peg,13,6
five-sixths,13,4
ethical,13,3
chattered,13,3
beloved,13,4
regeneration,13,2
serifos,13,3
must,13,5
safavid,13,3
tarpeian,13,2
shrill-sounding,13,3
anti-lebanon,13,4
aramaean,13,7
silken,13,7
loosening,13,5
poet,13,4
descent,13,5
carried away,13,4
domineer,13,7
sent forth,13,4
said,13,6
gymnastic,13,4
swinecress,13,4
heptamerous,13,4
orval,13,4
jairus,13,5
justinianian,13,3
western,13,5
patellula,13,3
plummet,13,5
redden,13,5
braying,13,5
swaggerer,13,5
subgenus,13,4
thrombus,13,5
lesbian,13,3
avengeress,13,5
yoke loop,13,5
having met,13,4
kimolos,13,5
seat,13,6
ionian,13,5
counselor,13,4
amethyst,13,5
precede,13,7
oyster,13,5
palesian,13,7
prussia,13,6
pebble,13,5
sieve,13,7
sophene,13,5
quadrangle,13,4
larcius,13,7
double-pointed,13,5
indeed,13,6
canadian,13,7
bath,13,7
crackle,13,5
pebble,13,6
decurion,13,6
tocharian,13,6
hermaphrodite,13,6
lingua,13,9
welt,13,4
belle-île,13,6
married,13,7
murrey,13,7
laceria,13,8
bath,13,6
clausus,13,6
septic,13,7
guardian,13,9
borne,13,6
bashful,13,8
obedient,13,7
gladden,13,7
luso,13,8
magnesian,13,9
nuclear,13,10
pentecost,13,8
brick-built,13,9
ewe,13,8
treble,13,8
novana,13,9
maltreat,13,10
appearance,13,6
nemerteans,13,12
hibernation,13,10
tanaro,13,8
stridor,13,12
yolk,13,9
quickening,12,1
alyattes,12,1
aspergillus,12,1
syvash,12,1
gluteal,12,1
judgment,12,1
december,12,1
having plundered,12,1
said,12,1
unfolding,12,1
chaonia,12,1
mistletoe,12,1
demosthenes,12,1
female leopard,12,1
firewood-fetched,12,1
magisterial,12,1
nabataean,12,1
written out,12,1
sthenoboea,12,1
subclavate,12,1
accustomed,12,1
territorial,12,1
apostate,12,2
benefactor,12,2
defecate,12,2
encompassed,12,2
contiguous,12,2
germanium,12,2
hyoid,12,2
inactive,12,2
laocoön,12,2
gift,12,2
umbel,12,2
irksomeness,12,2
lake moeris,12,2
patron,12,2
bratislava,12,2
aegisthus,12,3
argolis,12,2
cynuria,12,2
flautist,12,3
winter quarters,12,3
poet,12,2
admitted,12,3
lupercus,12,3
thicken,12,2
phylarch,12,2
pilleus-wearing,12,3
struck,12,2
cutpurse,12,2
accustomed,12,2
manure,12,2
arithmetician,12,2
containing wormwood,12,2
alphesiboea,12,2
oxeye daisy,12,4
biblical,12,3
rump,12,4
cockayne,12,2
cardiac,12,2
falling headfirst,12,3
demoleon,12,2
savory,12,4
halcyon,12,2
incisor,12,4
gravedigger,12,2
orchestra,12,2
swift running,12,4
having tarried,12,2
sieve,12,3
visible,12,3
xeno-,12,3
nourishing food,12,4
callinicum,12,5
anointing,12,3
desisted,12,4
metropolitan,12,3
filthy,12,3
pedestrian,12,2
petrification,12,5
princess,12,2
babel,12,4
rose-coloured,12,2
mangy,12,3
roof-shingle,12,3
oily,12,3
utilitarian,12,3
thornax,12,2
seaweed-dwelling,12,5
division,12,3
asculum,12,4
arsaces,12,3
jackdaw,12,5
cutaneous,12,4
fermented,12,4
lightning priest,12,3
carrier,12,3
thyme,12,4
lotus-eater,12,4
darling,12,3
hare stew,12,3
cauldron,12,5
defile,12,3
apocopic form,12,3
tolerable,12,4
first-born,12,4
hastened,12,4
pluck,12,2
sympathetic,12,3
messenger,12,4
urbanely,12,5
aemilian woman,12,2
sacrificial ram,12,3
pleasantly,12,4
mallow-stalk,12,4
amsterdam,12,4
chemmis,12,2
bent,12,3
threshing-floor,12,5
roman,12,2
buttocks,12,4
threw in,12,6
metonymy,12,3
given name,12,3
thither,12,4
untried,12,4
leucadian,12,4
linen-clad,12,3
blue lotus,12,3
messenia,12,3
carrion,12,4
mytilene,12,4
nagidus,12,3
juvenile,12,7
villatic,12,3
arboretum,12,5
reeden,12,5
cart-related,12,4
mussel,12,5
pollution,12,7
daedala,12,4
delminium,12,6
sprinkled,12,3
feigned,12,4
sent,12,3
unspoken,12,4
hephaesteum,12,5
inpouring,12,5
paulinus,12,6
phocus,12,5
perishable,12,5
porthmus,12,5
hyperion,12,5
pyxae,12,3
reverted,12,3
sediment,12,5
condrusi,12,6
something heard,12,6
franz antoine,12,5
astrolabe,12,4
stork,12,7
allowance,12,6
euphorbus,12,5
violet coloured,12,6
negligence,12,5
priest,12,8
contemplate,12,6
promenade,12,6
olizon,12,5
sycurium,12,6
gait,12,7
priapic,12,6
prominence,12,8
mange,12,6
sidus,12,5
rhenium,12,6
esparto-made,12,6
sossius,12,5
uterine,12,8
andrews,12,8
aletium,12,7
gatekeeper,12,6
unfortunate,12,6
breuni,12,6
maxyes,12,7
calumniate,12,6
chariot,12,8
alans,12,7
purge,12,7
condemnation,12,7
sulphur,12,7
ambrysus,12,7
racial,12,8
wealth,12,6
nasica,12,7
coach,12,7
consecrate,12,8
tumour,12,5
having testicles,12,9
pleasantly,12,11
rebuke,12,8
chemical,12,9
seizure-related,12,11
iceni,12,11
manganic,12,9
sulphur-colored,11,1
anticyra,11,1
dragonwort,11,1
apoplectic,11,1
archduke,11,1
tarquin,11,1
fascinum,11,1
beelzebub,11,1
belluno,11,1
caracalla,11,1
fortified,11,1
hinder,11,1
communicative,11,1
daphnus,11,1
dardania,11,1
desist,11,1
euchenor,11,1
fina,11,1
frisian,11,1
brine,11,1
congeneric,11,1
guzzle,11,1
mathematical,11,1
maternal cousin,11,1
mediatrix,11,1
aegae,11,1
naubolus,11,1
submissive,11,1
darkening,11,1
palamedes,11,1
metellinum,11,1
bargylia,11,1
sardonyx,11,1
smyrnaean,11,1
sleepwalker,11,1
tarphe,11,1
ucalegon,11,1
unbroken,11,2
processional,11,2
agrippa,11,2
nivica,11,2
amphrysus,11,2
unisex,11,2
eighth,11,2
chiliarch,11,2
collatia,11,2
orf,11,2
epicurus,11,2
double attack,11,2
woodcutter,11,2
nowise,11,2
micronesia,11,2
opimian,11,2
philadelphia,11,2
placable,11,2
division,11,2
salona,11,2
sincipital,11,2
stimula,11,2
drummer,11,2
servile,11,2
fir,11,2
aelian,11,2
aerial,11,2
antiochene,11,2
bipartite,11,2
laos,11,2
petticoat,11,2
erythrae,11,3
aquae,11,3
autumn crocus,11,3
obedience,11,2
unbelieving,11,2
quarrel,11,3
palladium,11,2
dominant,11,2
set forth,11,2
sought,11,3
ishtar,11,3
carnelian,11,2
scaean gates,11,2
groom,11,3
foundation,11,3
tiridates,11,2
small songbird,11,2
apollyon,11,3
assisting,11,3
agrarian,11,3
carthaea,11,4
concession,11,3
contentious,11,2
cyparissus,11,3
delilah,11,3
merchandise,11,3
excessive,11,2
occupied,11,3
furian,11,2
gergovia,11,3
unafraid,11,2
judea,11,3
laevinus,11,3
shackle,11,3
slayer,11,3
skimmers,11,3
balcony,11,2
pitiable,11,2
struck,11,3
venerated,11,3
rapacity,11,4
benevolent,11,2
intermarine,11,3
brabant,11,4
sung,11,3
kurd,11,2
comparable,11,2
dactylic,11,4
egypt,11,3
synnada,11,3
incited,11,2
anchovy,11,3
veii,11,3
manilian,11,2
massalia,11,2
procrastinator,11,3
thousand-containing,11,3
oratorical,11,2
parthenopaeus,11,2
procida,11,4
sigh,11,5
zechariah,11,4
omentum,11,5
comb jellies,11,4
be taken,11,4
argive,11,2
bibulous,11,3
carthage,11,5
catalonia,11,4
cutting down,11,2
eupithes,11,4
feculent,11,3
effeminate,11,2
fictitious,11,3
marine,11,4
inaccessible,11,4
overseer,11,4
infusion,11,4
calends,11,4
iamb,11,2
prostitutional,11,5
sockeye salmon,11,3
astacus,11,3
philae,11,4
pieria,11,3
strangled,11,3
political,11,4
generative,11,4
tricolor,11,5
queteleta,11,4
ruminate,11,4
salvius,11,3
privy councillor,11,4
shem,11,4
shekel,11,4
accustomed,11,3
beet,11,5
unable,11,3
inundation,11,3
remedial,11,5
archaea,11,4
unsociability,11,4
celestial,11,5
wrestled,11,4
acrimony,11,5
greeks,11,4
unstitched,11,6
cowpie,11,6
pharynx,11,7
gijón,11,5
carried into,11,5
hurl,11,3
sworn,11,6
optical,11,3
muck,11,6
paternal,11,5
sacrificial cake,11,7
porcine,11,5
foreseen,11,4
arcturus,11,4
carried,11,4
devastate,11,4
tepidarium,11,3
renew war,11,3
transported,11,5
fir,11,4
apiolae,11,4
arsenic,11,5
weight,11,7
mullet,11,8
pulverized,11,3
coxal,11,4
blown,11,5
priest,11,4
plough,11,4
comet,11,6
hippias,11,5
offscouring,11,4
malaria,11,6
andania,11,5
millennium,11,5
minoa,11,7
strangled,11,6
patmos,11,5
destruction,11,5
preface,11,7
apricot,11,7
goddess,11,5
montpelier maple,11,5
tarragona,11,4
thoth,11,5
violin,11,7
xypete,11,4
yoked,11,4
maple,11,5
fitting,11,7
angular,11,7
javelin,11,7
beet,11,7
potter,11,7
iterative,11,8
ileus,11,5
laser,11,8
tactical,11,7
thought,11,7
thousand,11,7
reminder,11,6
winner,11,6
might be,11,6
piracy,11,7
offensively,11,7
fully,11,8
robe,11,5
asteroid,11,7
encircle,11,6
thither,11,7
front ranksman,11,7
croatia,11,8
moray,11,10
ligurian,11,8
torc,11,8
plenum,11,9
yarrow,10,1
alfa,10,1
amorgos,10,1
greece,10,1
communal,10,1
thought,10,1
consolation,10,1
crocodilian,10,1
contrary,10,1
formation,10,1
robber,10,1
europium,10,1
furious,10,1
congratulating,10,1
having congratulated,10,1
akin,10,1
ineptly,10,1
libyan,10,1
poitiers,10,1
lubricate,10,1
blucium,10,1
lydia,10,1
dregs,10,1
massinissa,10,1
tullonium,10,1
merchant,10,1
darling,10,1
pinkie,10,1
observable,10,1
parisii,10,1
persian,10,1
pherecydes,10,1
harmonia,10,1
königsbergian,10,1
resounding,10,1
priestly,10,1
partially reclining,10,1
sicania,10,1
theagenes,10,1
theano,10,1
prodigality,10,1
thorian,10,1
purslane,10,2
beekeeper,10,2
goddess,10,2
byblos,10,2
turquoise,10,2
fortuitous,10,2
characteristic,10,2
abdominal,10,2
to lullaby,10,2
wholesale,10,2
prince,10,2
olive harvest,10,2
cinnamon,10,2
municipal,10,2
mykonos,10,2
domestic economy,10,2
oenotrus,10,2
thistle,10,2
gold nugget,10,2
precede,10,2
blister,10,2
drangians,10,2
serpent-bearing,10,2
cropped,10,2
borsippa,10,2
brauron,10,3
cemetery,10,3
thought,10,2
historian,10,2
terrestrial,10,3
assembly,10,2
scout,10,3
hippopotamus,10,2
inciter,10,2
flank,10,2
little calf,10,3
meletus,10,2
parhelion,10,2
citadel,10,3
sought,10,2
eaten,10,3
philistine,10,2
nipper-mouthed,10,2
little whore,10,3
stone parsley,10,3
superstitious,10,3
foundational,10,2
sea-girt,10,2
distressing,10,4
ox-head,10,2
callimachus,10,3
colostrum,10,2
cotys,10,3
dedicator,10,4
suffocation,10,3
awoke,10,2
funereal litter,10,3
fraudulent,10,2
mistakenly,10,3
orleans,10,3
herodotus,10,3
magnate,10,3
night-bringer,10,2
oenomaus,10,2
shaken,10,3
marmara,10,3
puberty,10,2
sulmona,10,3
superfluous,10,3
dropsy,10,3
vitellian,10,2
chapel,10,4
-graphy,10,4
appian,10,2
arabs,10,3
augur,10,4
purse,10,3
incense,10,4
orator,10,2
commended,10,4
coronus,10,3
emerita,10,4
foal,10,2
european,10,3
exaltation,10,4
wrought,10,2
fiduciary,10,2
frequented,10,4
bucket,10,5
heroine,10,2
iberian,10,3
rejoiced,10,4
apron,10,4
madisonian,10,3
mammary,10,4
mensal,10,4
compliant,10,3
aristocrat,10,2
phalangite,10,2
poem,10,3
foreseen,10,4
pytho,10,3
incision,10,3
roman empire,10,2
sputum,10,5
surena,10,4
tavastia,10,4
terminus,10,2
thuringia,10,3
velian,10,3
venetia,10,3
voraginous,10,2
affixed,10,4
hannibal,10,4
first,10,3
honeysuckle,10,3
hundredth,10,3
cephalonian,10,3
abdominal cavity,10,5
derogation,10,5
hub,10,5
german,10,4
vjosë,10,5
boar,10,6
laogonus,10,3
lucanian,10,3
macedonia,10,4
cloudborne,10,4
geographer,10,3
chiton,10,5
contemporary,10,4
dniester,10,5
usage,10,4
rustler,10,4
mediator,10,4
thyamis,10,6
appian,10,6
aravene,10,4
uncommonness,10,4
bicycle,10,6
tripetalous,10,3
cithara player,10,3
pipette,10,5
waning,10,4
bruges,10,3
dorium,10,4
sent,10,6
temple,10,3
recline,10,5
nuclear,10,6
torchbearing,10,4
laserwort,10,5
cosmetics,10,5
muhammad,10,5
crop,10,3
tinos,10,5
nisibis,10,5
embezzle,10,6
sat,10,5
beneficial,10,5
sesterce,10,4
anxiety,10,5
lulled,10,4
sling,10,6
cyllenian,10,5
leuven,10,5
vigilant,10,6
algebra,10,5
aluminium,10,5
phrontis,10,6
galepsus,10,7
azotus,10,6
nourisher,10,6
camirus,10,5
chiro-,10,7
caught,10,7
expositor,10,6
hyblon,10,6
idyll,10,4
simon,10,5
bath,10,6
inexpressible,10,7
lucumo,10,5
aveia,10,7
estimative,10,5
purificatory,10,5
rumina,10,6
sigeum,10,6
mockery,10,7
bovine,10,7
cubicle,10,5
perineum,10,8
aeacus,10,7
abulia,10,7
dildo,10,7
proton,10,7
din,10,6
trial,10,8
church,10,9
physician,10,5
collector,10,6
saburra,10,7
branchid,10,10
posterior,10,10
tessellate,10,10
poet,9,1
athenian general,9,1
surpass,9,1
expat,9,1
chariot-driving,9,1
gold-picker,9,1
fart,9,1
begonia-leaved,9,1
comitial,9,1
miscible,9,1
short-abdomened,9,1
jupiter,9,1
pickaxe maker,9,1
wallet,9,1
thought,9,1
durham,9,1
fraternal nephew,9,1
herald,9,1
immortal,9,1
huntress,9,1
robigus,9,1
laestrygonian,9,1
maronites,9,1
melitaea,9,1
tamarisk,9,1
conjectural,9,1
ossuary,9,1
boy guardian,9,1
poverty,9,1
macedonian,9,1
pergamene,9,1
phaeacian,9,1
imperial,9,1
sanctifier,9,1
seducer,9,1
lyric form,9,1
boundary-setter,9,1
testator,9,1
victor,9,1
lozenge,9,1
vagitanus,9,1
fallow,9,1
corduba,9,2
sycophant,9,2
ignorance,9,2
patara,9,2
apaturia,9,2
appellant,9,2
arthritis,9,2
mare,9,2
counselor,9,2
botanist,9,2
unlimited,9,2
implanted,9,2
unavenged,9,2
chosen,9,2
pouch,9,2
wenchling,9,2
mortal,9,2
mortuary,9,2
parmenion,9,2
passionate,9,2
pestilential,9,2
pittsburgh,9,2
quadriform,9,2
four-pronged,9,2
relics,9,2
satisfied,9,2
senonian,9,2
lottery,9,2
burdock,9,2
cremator,9,2
zoroaster,9,2
amaturient,9,3
athens,9,3
cedar oil,9,2
stationer,9,2
colossal,9,2
concubine,9,2
cornual,9,2
cortona,9,2
drinking bout,9,2
despondent,9,2
priestly,9,2
staying behind,9,2
impure,9,2
incompatible,9,2
intervention,9,2
emerald,9,2
pleuron,9,3
saddled seabream,9,2
messene,9,3
bithynians,9,3
tottering,9,2
ozolae,9,2
testimony,9,2
sodomiser,9,3
phlegraean fields,9,2
