word,domains,heads,where
mesothelioma,5,99,"noun.state disease medicine.sign medicine.all medicine.mesh"
japonicum,5,96,"noun.plant disease medicine.all medicine.mesh agriculture"
phylum,5,94,"noun.group noun.animal medicine.all tool.artifact agriculture"
contracture,5,91,"noun.act disease medicine.sign medicine.all medicine.mesh"
monooxygenase,5,91,"disease environment medicine.all medicine.mesh agriculture"
osteosarcoma,5,91,"noun.state disease medicine.sign medicine.all medicine.mesh"
methotrexate,5,90,"noun.artifact disease medicine.all medicine.mesh agriculture"
spectrometry,5,90,"noun.act medicine.all medicine.mesh tool.artifact agriculture"
deoxyadenosine,5,89,"noun.substance chemistry medicine.sign medicine.all medicine.mesh"
dichloride,5,89,"noun.artifact noun.substance environment medicine.all medicine.mesh"
lectin,5,89,"noun.substance anatomy disease medicine.all medicine.mesh"
bronchiole,5,88,"noun.body anatomy disease cell medicine.all"
cholerae,5,88,"disease medicine.sign medicine.all medicine.mesh agriculture"
ligase,5,86,"anatomy disease medicine.all medicine.mesh agriculture"
epiphysis,5,82,"noun.body anatomy disease medicine.sign medicine.all"
cruzi,5,80,"disease medicine.sign medicine.all medicine.mesh agriculture"
hamartoma,5,80,"noun.state disease medicine.sign medicine.all medicine.mesh"
officinalis,5,79,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
sativum,5,79,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
flava,5,78,"noun.plant noun.animal disease medicine.mesh agriculture"
epilepticus,5,77,"noun.state disease medicine.sign medicine.all medicine.mesh"
globulin,5,76,"noun.substance disease medicine.sign medicine.all medicine.mesh"
californica,5,75,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
chinensis,5,75,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
musculature,5,75,"noun.body anatomy disease environment medicine.sign"
africana,5,73,"noun.plant noun.animal medicine.mesh tool.artifact agriculture"
fisheries,5,72,"medicine.mesh tool.artifact law agriculture economics"
gly,5,72,"chemistry cell medicine.all medicine.mesh tool.artifact"
gondii,5,71,"disease medicine.sign medicine.all medicine.mesh agriculture"
pyogenes,5,71,"disease medicine.sign medicine.all medicine.mesh agriculture"
faecalis,5,70,"disease medicine.sign medicine.all medicine.mesh agriculture"
polydactyly,5,70,"noun.state disease medicine.sign medicine.all medicine.mesh"
syndactyly,5,70,"noun.state disease medicine.sign medicine.all medicine.mesh"
dinucleotide,5,68,"noun.substance environment medicine.sign medicine.all medicine.mesh"
painter,5,68,"noun.person noun.artifact noun.animal medicine.all tool.artifact"
glioblastoma,5,66,"noun.state disease medicine.sign medicine.all medicine.mesh"
hominis,5,66,"noun.animal disease medicine.all medicine.mesh agriculture"
occupations,5,66,"medicine.all medicine.mesh tool.artifact agriculture economics"
maritima,5,65,"noun.plant environment medicine.mesh tool.artifact agriculture"
nephropathy,5,64,"noun.state disease medicine.sign medicine.all medicine.mesh"
thymocyte,5,64,"anatomy disease cell medicine.all medicine.mesh"
vasculitis,5,64,"noun.state disease medicine.sign medicine.all medicine.mesh"
canthus,5,62,"noun.body anatomy disease medicine.all medicine.mesh"
dehydratase,5,62,"disease medicine.sign medicine.all medicine.mesh agriculture"
meristem,5,62,"noun.plant plant-part environment medicine.mesh agriculture"
sar,5,62,"disease environment medicine.all medicine.mesh agriculture"
aster,5,61,"noun.plant noun.body medicine.mesh tool.artifact agriculture"
cuniculus,5,61,"noun.animal disease medicine.all medicine.mesh agriculture"
recorder,5,61,"noun.artifact noun.person medicine.all tool.artifact music"
chondrosarcoma,5,60,"noun.state disease medicine.sign medicine.all medicine.mesh"
metaplasia,5,60,"disease medicine.sign medicine.all medicine.mesh agriculture"
alteration,5,59,"noun.event noun.act disease medicine.all tool.artifact"
fragilis,5,59,"noun.animal noun.plant medicine.all medicine.mesh agriculture"
dimer,5,57,"noun.substance chemistry medicine.sign medicine.all medicine.mesh"
metaphysis,5,57,"noun.body anatomy disease medicine.sign medicine.all"
mexicana,5,57,"noun.plant noun.animal medicine.all medicine.mesh agriculture"
pacifica,5,57,"noun.animal environment medicine.mesh music agriculture"
albus,5,56,"noun.plant noun.animal medicine.all medicine.mesh agriculture"
doxorubicin,5,56,"noun.artifact disease medicine.all medicine.mesh agriculture"
intestinalis,5,56,"noun.animal disease medicine.all medicine.mesh agriculture"
monocytogenes,5,55,"noun.animal disease medicine.all medicine.mesh agriculture"
roseus,5,55,"noun.plant noun.animal medicine.sign medicine.mesh agriculture"
aspartate,5,54,"disease medicine.sign medicine.all medicine.mesh agriculture"
bisphosphate,5,54,"disease chemistry medicine.sign medicine.all medicine.mesh"
fusca,5,54,"noun.animal noun.plant medicine.mesh tool.artifact agriculture"
hanger,5,54,"noun.artifact noun.person medicine.sign tool.artifact clothing"
medication,5,54,"noun.artifact noun.act medicine.sign medicine.all medicine.mesh"
nystagmus,5,54,"noun.act disease medicine.sign medicine.all medicine.mesh"
subspecies,5,54,"noun.group medicine.all medicine.mesh tool.artifact agriculture"
agnosia,5,53,"noun.state disease medicine.sign medicine.all medicine.mesh"
qualifier,5,53,"noun.person noun.communication medicine.sign medicine.all tool.artifact"
aphasia,5,51,"noun.state disease medicine.sign medicine.all medicine.mesh"
printer,5,51,"noun.artifact noun.person environment medicine.all tool.artifact"
disassembly,5,50,"noun.act anatomy disease medicine.all medicine.mesh"
edulis,5,49,"noun.plant noun.animal medicine.all medicine.mesh agriculture"
tuberosum,5,49,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
undersea,5,49,"adj.all environment medicine.all tool.artifact agriculture"
indicum,5,48,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
mellitus,5,48,"noun.state disease medicine.sign medicine.all medicine.mesh"
neurofibroma,5,48,"noun.state disease medicine.sign medicine.all medicine.mesh"
oleracea,5,48,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
sinuses,5,48,"disease medicine.sign medicine.all medicine.mesh agriculture"
granulomatosis,5,47,"noun.state disease medicine.sign medicine.all medicine.mesh"
intermedius,5,47,"anatomy disease medicine.all medicine.mesh agriculture"
microcephaly,5,47,"noun.state disease medicine.sign medicine.all medicine.mesh"
polypeptide,5,47,"noun.substance anatomy disease medicine.all medicine.mesh"
auratus,5,46,"noun.animal disease medicine.mesh tool.artifact agriculture"
gown,5,46,"noun.artifact noun.group verb.body tool.artifact clothing"
histiocytosis,5,46,"noun.state disease medicine.sign medicine.all medicine.mesh"
nadp,5,46,"noun.substance disease environment medicine.all medicine.mesh"
aurea,5,44,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
cyclase,5,44,"anatomy disease medicine.all medicine.mesh agriculture"
flavescens,5,44,"noun.animal noun.plant medicine.all medicine.mesh agriculture"
gonorrhoeae,5,44,"noun.animal disease medicine.sign medicine.all medicine.mesh"
retinoblastoma,5,44,"noun.state disease medicine.sign medicine.all medicine.mesh"
hamster,5,43,"noun.animal disease medicine.all medicine.mesh sport"
lenses,5,43,"geology.rock anatomy medicine.all medicine.mesh tool.artifact"
anosmia,5,42,"noun.state disease medicine.sign medicine.all medicine.mesh"
decree,5,42,"noun.communication verb.communication verb.cognition tool.artifact law"
goiter,5,42,"noun.state disease medicine.sign medicine.all medicine.mesh"
lobule,5,42,"noun.body anatomy disease medicine.all medicine.mesh"
pneumophila,5,42,"disease medicine.sign medicine.all medicine.mesh agriculture"
sash,5,42,"noun.artifact disease medicine.mesh tool.artifact clothing"
suborder,5,42,"noun.group noun.animal medicine.all tool.artifact agriculture"
sylvestris,5,42,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
trauma,5,42,"noun.state disease medicine.sign medicine.all medicine.mesh"
burner,5,41,"noun.artifact noun.state noun.person tool.artifact clothing"
congenita,5,41,"noun.state disease medicine.sign medicine.all medicine.mesh"
deaminase,5,41,"noun.substance disease medicine.sign medicine.all medicine.mesh"
fibroblasts,5,41,"disease medicine.sign medicine.all medicine.mesh agriculture"
footwear,5,41,"noun.artifact medicine.sign tool.artifact clothing economics"
glabra,5,41,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
hypogonadism,5,41,"noun.state disease medicine.sign medicine.all medicine.mesh"
isocyanate,5,41,"noun.substance disease medicine.all medicine.mesh tool.artifact"
pratensis,5,41,"noun.plant noun.animal medicine.all medicine.mesh agriculture"
arvensis,5,40,"noun.plant noun.animal medicine.all medicine.mesh agriculture"
delirium,5,40,"noun.state disease medicine.sign medicine.all medicine.mesh"
gigantea,5,40,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
microtubule,5,40,"noun.body anatomy disease medicine.all medicine.mesh"
oxygenase,5,40,"noun.substance disease medicine.sign medicine.all medicine.mesh"
epoch,5,39,"noun.time adj.all medicine.all medicine.mesh tool.artifact"
histolytica,5,39,"noun.animal disease medicine.sign medicine.all medicine.mesh"
masonry,5,39,"noun.group noun.artifact noun.act environment tool.artifact"
neutropenia,5,39,"noun.state disease medicine.sign medicine.all medicine.mesh"
pistol,5,39,"noun.artifact verb.contact noun.animal tool.artifact sport"
dyskinesia,5,38,"noun.state disease medicine.sign medicine.all medicine.mesh"
heater,5,38,"noun.artifact noun.act medicine.all tool.artifact clothing"
maculata,5,38,"noun.plant noun.animal medicine.all medicine.mesh agriculture"
malformations,5,38,"disease medicine.sign medicine.all medicine.mesh agriculture"
arctica,5,37,"noun.animal noun.plant medicine.mesh tool.artifact agriculture"
dysostosis,5,37,"noun.state disease medicine.sign medicine.all medicine.mesh"
ischemia,5,37,"noun.state disease medicine.sign medicine.all medicine.mesh"
repens,5,37,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
schizophrenia,5,37,"noun.state disease medicine.sign medicine.all medicine.mesh"
aminopeptidase,5,36,"anatomy disease medicine.all medicine.mesh agriculture"
butadiene,5,36,"noun.substance environment medicine.all medicine.mesh tool.artifact"
glucosidase,5,36,"disease medicine.sign medicine.all medicine.mesh agriculture"
hybridization,5,36,"noun.act medicine.all medicine.mesh tool.artifact agriculture"
malignancy,5,36,"noun.state noun.attribute disease medicine.all medicine.mesh"
oncology,5,36,"noun.cognition environment medicine.all medicine.mesh agriculture"
remodeling,5,36,"anatomy disease medicine.sign medicine.all medicine.mesh"
edta,5,35,"noun.substance medicine.all medicine.mesh tool.artifact agriculture"
nigrum,5,35,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
pertussis,5,35,"noun.state disease medicine.sign medicine.all medicine.mesh"
reader,5,35,"noun.person noun.artifact noun.communication medicine.all tool.artifact"
shutter,5,35,"noun.artifact verb.contact medicine.all tool.artifact clothing"
synapse,5,35,"noun.body anatomy disease medicine.all medicine.mesh"
ammunition,5,34,"noun.artifact noun.substance noun.communication tool.artifact clothing"
cholangitis,5,34,"noun.state disease medicine.sign medicine.all medicine.mesh"
extremities,5,34,"disease medicine.sign medicine.all medicine.mesh tool.artifact"
glauca,5,34,"noun.plant noun.animal medicine.mesh tool.artifact agriculture"
hallucination,5,34,"noun.state noun.cognition medicine.sign medicine.all medicine.mesh"
insomnia,5,34,"noun.state disease medicine.sign medicine.all medicine.mesh"
nad,5,34,"noun.substance disease environment medicine.all medicine.mesh"
notation,5,34,"noun.communication noun.act physics.unit medicine.all tool.artifact"
seminoma,5,34,"noun.state disease medicine.sign medicine.all medicine.mesh"
amyotrophy,5,33,"noun.state disease medicine.sign medicine.all medicine.mesh"
cinereus,5,33,"noun.animal disease medicine.mesh tool.artifact agriculture"
pubescens,5,33,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
reddish,5,33,"adj.all noun.attribute geology.lithology_attribute medicine.mesh tool.artifact"
senegalensis,5,33,"noun.animal medicine.all medicine.mesh tool.artifact agriculture"
telencephalon,5,33,"noun.body anatomy disease environment medicine.mesh"
trimer,5,33,"noun.substance anatomy disease medicine.all medicine.mesh"
childbirth,5,32,"noun.process noun.act medicine.all medicine.mesh tool.artifact"
cramps,5,32,"disease medicine.sign medicine.all medicine.mesh tool.artifact"
graminis,5,32,"noun.animal noun.plant medicine.all medicine.mesh agriculture"
lute,5,32,"noun.substance noun.artifact medicine.mesh tool.artifact music"
papillomavirus,5,32,"disease medicine.sign medicine.all medicine.mesh agriculture"
pueblo,5,32,"noun.person noun.location medicine.all medicine.mesh tool.artifact"
rubrum,5,32,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
trypanosoma,5,32,"disease medicine.sign medicine.all medicine.mesh agriculture"
yellowish,5,32,"adj.all noun.attribute geology.lithology_attribute medicine.mesh tool.artifact"
euthanasia,5,31,"noun.act medicine.all medicine.mesh law agriculture"
angiography,5,30,"noun.act medicine.sign medicine.all medicine.mesh agriculture"
brachydactyly,5,30,"noun.state disease medicine.sign medicine.all medicine.mesh"
cytoskeleton,5,30,"noun.body anatomy disease medicine.all medicine.mesh"
elevator,5,30,"noun.artifact noun.person medicine.sign tool.artifact clothing"
paraplegia,5,30,"noun.state disease medicine.sign medicine.all medicine.mesh"
phosphorylase,5,30,"disease medicine.sign medicine.all medicine.mesh agriculture"
syringe,5,30,"noun.artifact verb.contact medicine.all medicine.mesh tool.artifact"
agalactiae,5,29,"disease medicine.sign medicine.all medicine.mesh agriculture"
animation,5,29,"noun.state noun.attribute noun.act medicine.mesh tool.artifact"
asphalt,5,29,"noun.substance verb.contact environment medicine.mesh tool.artifact"
chondrocyte,5,29,"anatomy disease cell medicine.sign medicine.all"
cupboard,5,29,"noun.artifact noun.act noun.event environment tool.artifact"
lethality,5,29,"noun.attribute disease medicine.sign medicine.all medicine.mesh"
lymphangioma,5,29,"noun.state disease medicine.sign medicine.all medicine.mesh"
myelofibrosis,5,29,"noun.state disease medicine.sign medicine.all medicine.mesh"
neuralgia,5,29,"noun.state disease medicine.sign medicine.all medicine.mesh"
persica,5,29,"noun.plant disease medicine.mesh tool.artifact agriculture"
salina,5,29,"noun.animal noun.location medicine.mesh tool.artifact agriculture"
smithii,5,29,"noun.plant medicine.all medicine.mesh tool.artifact agriculture"
sterilization,5,29,"noun.act medicine.all medicine.mesh tool.artifact agriculture"
